Reference area,AT:Austria,AU:Australia,BE:Belgium,CA:Canada,CH:Switzerland,DE:Germany,DK:Denmark,ES:Spain,FI:Finland,FR:France,GB:United Kingdom,GR:Greece,HK:Hong Kong SAR,IE:Ireland,IT:Italy,JP:Japan,KR:Korea,NL:Netherlands,NO:Norway,NZ:New Zealand,PT:Portugal,SE:Sweden,SG:Singapore,TW:Chinese Taipei,US:United States,XM:Euro area,AT:Austria,AU:Australia,BE:Belgium,CA:Canada,CH:Switzerland,DE:Germany,DK:Denmark,ES:Spain,FI:Finland,FR:France,GB:United Kingdom,GR:Greece,HK:Hong Kong SAR,IE:Ireland,IT:Italy,JP:Japan,KR:Korea,MX:Mexico,NL:Netherlands,NO:Norway,NZ:New Zealand,PT:Portugal,SE:Sweden,SG:Singapore,TW:Chinese Taipei,US:United States,XM:Euro area
1963-10,65.41,183.03,84.16,122.45,34.56,40.65,98.32,243.15,176.08,126.57,195.29,1063.44,176.78,182.44,334.93,27.81,1237.85,63.14,99.04,227.56,580.07,171.08,70.6,111.45,127.82,94.58,81.62,123.25,102.28,122.64,72.88,100.34,82.4,70.54,126.97,122.01,114.11,109.45,122.32,87.78,115.72,50.46,184.01,103.63,79.74,86.27,105.15,71.49,144.49,161.36,119.79,140.52,91.67
1963-11,65.33,183.03,84.27,122.48,34.54,40.67,98.32,243.1,176.02,126.55,195.22,1063,176.77,182.4,335.03,27.8,1237.87,63.15,98.99,227.56,579.85,171.13,70.6,111.45,127.81,94.63,82.34,123.36,102.72,123.45,73.12,100.39,82.25,71.21,126.9,122.12,113.83,108.42,121.49,88.45,115.43,50,188.51,103.6,79.57,86.74,105.55,73.38,144.68,158.93,118.48,140.43,92.09
1963-12,65.38,183,84.3,122.3,34.55,40.69,98.36,243.1,176.03,126.54,195.15,1062.98,176.82,182.36,335.02,27.77,1238.36,63.14,99.02,227.65,579.63,171.03,70.62,111.49,127.88,94.68,82.09,122.81,102.99,122.72,72.8,100.7,81.97,71.12,126.44,121.78,114.04,108.51,120.73,88.06,115.45,49.96,196.76,103.19,79.93,87,105.25,71.86,144.27,158.39,117.48,140.19,92.11
1964-01,65.41,183.07,84.33,122.18,34.55,40.66,98.23,243.11,176.02,126.53,195.26,1063.04,176.78,182.42,335.04,27.8,1237.95,63.12,98.99,227.56,579.87,171.24,70.6,111.46,127.88,94.63,82.58,122.81,102.97,122.37,72.52,100.62,81.63,70.7,130.52,121.62,113.54,107.93,120.11,87.38,116,49.69,207.19,106,80.64,88.64,104.9,71.04,144.13,158.14,117.23,139.31,92.37
1964-02,65.37,183.02,84.32,122.22,34.48,40.71,98.13,243.08,176.02,126.55,195.21,1063.12,176.82,182.39,334.83,27.78,1238.27,63.07,98.94,227.62,579.71,171.43,70.62,111.49,127.9,94.67,82.54,122.69,102.66,122.23,72.33,100.8,81.56,70.57,131.17,121.35,113.24,107.66,123.44,87.54,116.03,49.33,221.4,104.02,80.41,89.06,104.75,71.96,144.41,157.86,117.02,138.88,92.3
1964-03,65.37,183.02,84.32,122.14,34.46,40.69,98.25,243.1,175.85,126.57,195.24,1063.31,176.78,182.41,334.16,27.81,1237.79,63.06,98.92,227.52,579.7,172.66,70.6,111.45,127.87,94.57,82.33,122.73,102.05,122.05,72.13,100.48,81.68,70.61,132.23,121.07,113.83,108.2,119.22,88.25,116.1,49.45,225.68,104.85,81.11,88.77,104.67,72.85,145.5,157.53,116.4,138.46,92.22
1964-04,65.4,183.13,84.39,122.11,34.52,40.69,98.32,243.15,175.84,126.6,195.31,1063.69,176.8,182.45,333.51,27.79,1238.11,63.01,99,227.53,580,172.86,70.61,111.47,127.9,94.53,82.53,122.49,101.86,122.55,72.37,99.72,81.85,70.56,132.58,120.78,114.21,107.69,116.72,89.47,115.83,49.93,229.13,104.26,84.38,89.13,104.5,71.95,144.96,155.94,115.06,137.69,92.12
1964-05,65.72,187.98,84.77,123.58,34.78,41.04,99.01,244.6,177.08,127.39,197.02,1072.12,184.05,183.21,335.79,29.34,629.29,63.31,99.76,231.26,581.87,174.49,72.93,113.93,132.38,96.22,83.64,125.7,102.73,123.84,73.22,100.43,82.81,71.1,134.42,121.39,115.89,108.38,123.05,90.8,116.84,52.64,121.72,105.42,82.38,89.59,106.27,71.58,146.49,156.89,117.76,141.65,93.34
1964-06,65.74,187.66,84.68,123.58,34.8,41.07,98.96,244.63,177.13,127.44,196.73,1072.34,184.08,183.02,335.88,29.34,629.37,63.2,99.74,231.4,581.04,174.58,72.94,113.95,132.41,96.24,84.93,125.98,103.55,123.63,72.9,99.76,83,71.86,134.53,121.43,116.24,108.08,124.3,90.98,117.99,52.52,116.06,105.04,82.01,89.29,106.72,71.69,146.61,158.39,116.77,142.37,93.67
1964-07,65.78,187.4,84.8,123.55,34.75,41.06,98.92,244.64,177.2,127.46,196.42,1072.52,184.11,182.82,335.95,29.35,629.44,63.28,99.7,231.53,580.34,174.4,72.95,113.96,132.44,96.32,85.16,126.31,104.29,124.07,72.58,99.72,82.86,73.22,134.33,121.41,115.65,106.99,125.39,90.73,118.33,52.32,112.85,104.91,81.85,90.32,107.16,71.21,146.39,159.72,115.84,142.76,94.18
1964-08,65.81,187.19,84.88,123.85,34.76,41.05,98.77,244.67,177.2,127.45,196.21,1072.61,184.11,182.68,335.98,29.35,629.43,63.33,99.63,231.61,579.99,174.66,72.95,113.96,132.38,96.33,83.62,126.34,104.17,124.51,72.62,99.5,82.79,74.29,134.14,121.13,115.25,107.59,123.93,90.72,118.31,52.84,111.49,105.59,82.65,90.68,107.41,71.44,147.21,162.36,116.68,141.68,94.21
1964-09,65.77,186.84,84.96,124.11,34.76,41.04,98.74,244.65,177.18,127.41,195.91,1072.36,183.97,182.48,335.92,29.44,628.72,63.41,99.57,231.52,579.12,174.58,72.89,113.85,132.21,96.32,83.24,125.69,103.93,124.16,72.38,98.95,82.57,74.74,134.96,121.38,114.45,107.12,127.78,90.63,118.32,53.35,114.54,105.38,83.26,90.87,107.32,71,146.88,159.03,117.3,140.92,94.11
1964-10,65.75,186.86,85.03,124.21,34.78,41.04,98.73,244.67,177.25,127.4,195.86,1072.27,183.97,182.45,335.88,29.43,628.77,63.54,99.63,231.54,579.06,173.8,72.89,113.85,132.19,96.38,82.69,125.37,104.01,123.97,72.31,98.81,82.64,75.69,134.64,121.25,114.77,107.4,123.26,90.65,118.51,53.97,116.19,105.47,82.31,89.85,107.37,71.13,146.08,159.28,118.47,139.95,93.98
1964-11,65.74,186.88,85.02,124.36,34.78,41.01,98.7,244.67,177.2,127.39,195.94,1072.15,183.91,182.49,335.83,29.46,628.48,63.65,99.59,231.44,579.76,173.94,72.87,113.81,132.11,96.35,82.94,125.88,104.11,123.88,72.16,99.02,82.64,77.22,134.67,120.71,115.31,106.28,118.64,90.69,118.59,53.41,116.28,105.63,82.18,90.19,107.78,71.31,146.15,158.21,118.41,140.5,94.34
1964-12,65.72,186.98,84.95,124.21,34.76,40.98,98.82,244.56,177.02,127.31,196.23,1071.43,183.64,182.67,335.63,29.61,627.25,63.63,99.65,231.01,580.25,174.18,72.75,113.61,131.92,96.2,82.57,126.19,104.11,124.46,71.98,99.54,82.88,77.9,134.65,120.19,115.13,106.61,114.91,90.89,118.66,53.64,117.02,105.72,81.89,89.98,107.69,71.07,146.38,158.39,116.55,140.05,94.67
1965-01,65.72,187,84.97,124.3,34.72,40.96,98.8,244.54,177.01,127.32,196.25,1071.52,183.61,182.69,335.67,29.63,627.09,63.62,99.61,230.96,580.3,174.43,72.73,113.59,131.87,96.17,82.59,125.28,103.7,124.13,71.54,99.06,82.45,78.26,134.48,119.81,115.28,105.97,113.83,90.5,118.52,54.81,121.15,105.75,83.38,90.08,106.8,70.64,146.18,157.68,113.83,138.68,94.43
1965-02,65.7,187.29,84.97,124.07,34.65,40.96,98.81,244.52,177,127.31,196.54,1071.57,183.66,182.87,335.68,29.6,627.32,63.62,99.64,230.92,581.1,174.45,72.75,113.62,131.95,96.18,82.27,125.72,103.75,123.87,71.52,98.89,82.4,79.52,134.83,120.01,115.28,105.08,114.97,90.87,118.48,54.46,123.81,105.57,83.61,90.01,106.69,69.98,146.01,156.77,113.51,138.68,94.6
1965-03,65.76,187.48,85.01,123.56,34.55,41.02,98.84,244.6,177.14,127.39,196.51,1072.35,184.11,182.85,335.93,29.53,617.01,63.55,99.68,231.34,580.81,174.6,72.92,113.86,132.39,96.35,82.48,125.8,103.52,122.94,71.07,99.2,82.15,79.89,135.23,119.59,114.8,106.29,116.08,91.15,118.46,54.51,121.28,106.35,83.77,91.01,106.49,71.19,146.47,156.13,112.86,139.1,94.93
1965-04,65.77,187.83,85.03,123.8,34.55,41.03,98.91,244.58,177.16,127.37,196.78,1072.41,184.19,183.04,335.92,29.4,620.96,63.55,99.75,231.38,581.6,174.27,72.96,113.95,132.41,96.38,82.85,125.29,103.06,123.25,70.84,98.75,82.17,80.01,134.47,119.25,116.68,106.41,115.04,91.03,118.07,55.17,123.3,106.31,83.87,90.39,105.53,70.85,146.09,153.83,112.29,138.17,94.32
1965-05,65.86,188.19,85.1,123.85,34.56,40.97,98.96,244.75,177.34,127.47,197.09,1073.54,184.59,183.22,336.26,29.42,605.16,63.58,99.84,231.62,582.22,174.22,73.1,114.13,132.68,96.4,84.9,125.87,104.08,123.22,71.43,98.39,82.43,80.14,134.81,119.21,117.38,106.17,115.16,91.28,118.06,54.69,122.69,107.82,83.91,90.22,105.7,70.16,145.6,151.91,113.13,138.18,94.42
1965-06,65.99,187.87,85.2,123.53,34.7,40.82,98.88,244.94,177.56,127.66,196.9,1074.63,184.61,183.08,336.61,29.54,600.11,63.58,99.91,231.71,581.94,174.01,73.1,114.11,132.78,96.28,88.9,125.63,103.7,123.74,71.56,98.08,82.43,79.33,134.69,120.8,116.54,106.41,114.79,91.1,117.67,54.69,118.78,107.33,83.74,89.79,105.79,69.27,145.52,153.52,113.16,138.56,94.78
1965-07,66.06,187.97,85.23,123.45,34.8,40.75,98.86,245.06,177.68,127.73,196.92,1075.24,184.83,183.09,337.03,29.53,592.76,63.68,99.96,231.9,581.75,173.98,73.18,114.22,132.96,96.29,86.78,126.18,104.17,123.69,72.01,98.29,83.03,79.54,135.33,119.6,116.57,106.45,117.32,91.16,118.24,54.05,120,106.17,83.7,90.16,106.51,69.24,149.03,153.4,113.61,138.95,94.52
1965-08,66.1,187.98,85.26,124.04,34.87,40.68,98.81,245.14,177.75,127.76,196.97,1075.67,184.84,183.12,337.15,29.53,591.69,63.78,100.03,231.91,581.92,173.81,73.19,114.22,132.85,96.24,85.42,126.18,104.11,124.11,72.43,97.98,83.67,79.88,135.43,118.99,116.38,106.34,116.78,91.1,118.33,54.42,121.67,106.58,84.47,89.4,106.57,70.15,148.63,153.6,113.86,138.25,94.24
1965-09,66.07,188.33,85.21,124.26,34.86,40.69,99.12,245.06,177.65,127.7,197.28,1075.37,184.8,183.32,337.04,29.52,591.69,63.73,100.04,231.74,582.76,173.9,73.17,114.19,132.77,96.18,84.85,126.64,104.14,124.22,72.42,97.74,84.56,80.44,134.67,119.07,116.24,106.85,117.64,91.08,118.19,54.91,118.85,106.65,84.65,89.79,106.45,71.04,148.71,152.72,114.08,137.81,94.24
1965-10,66.01,188.69,85.13,124.4,34.82,40.74,99.39,245.02,177.56,127.59,197.76,1074.94,184.75,183.63,336.65,29.51,591.86,63.67,100.05,231.55,583.93,173.57,73.15,114.17,132.69,96.15,83.59,126.78,103.8,123.86,72.29,98.03,84.82,80.56,135.16,118.9,116.87,107.13,118.09,90.81,117.74,55.57,118.04,106.35,84.23,88.79,105.86,70.9,148.35,154.24,112.31,137.49,93.94
1965-11,65.95,188.62,85.16,124.39,34.8,40.78,99.38,244.9,177.48,127.59,197.66,1074.32,184.63,183.57,336.46,29.57,591.73,63.6,100.03,231.4,583.89,173.49,73.1,114.08,132.59,96.16,84.19,127.35,104.01,124.65,72.7,98.42,84.91,82.09,134.8,118.48,116.52,106.83,117.08,90.62,117.28,55.17,115.92,107.45,84.43,89.25,106.06,71.53,147.89,154.48,112.73,137.37,94.47
1965-12,65.92,188.46,85.15,124.28,34.83,40.78,99.48,244.91,177.49,127.58,197.63,1074.35,184.59,183.55,336.48,29.61,591.55,63.53,100.02,231.4,583.73,173.47,73.08,114.05,132.59,96.12,84.39,126.91,104.18,124.84,72.61,98.49,85.02,82.24,134.22,118.26,116.83,107.84,114.32,90.08,117.27,55.42,115.39,107.71,84.28,88.83,105.92,70.7,148.15,153.88,112.98,137.18,94.42
1966-01,66,188.63,85.14,124.43,34.76,40.68,99.54,244.97,177.61,127.69,197.84,1075.3,184.63,183.68,336.87,29.62,591.68,63.43,100.06,231.38,584.42,173.7,73.09,114.07,132.59,96.01,83.64,126.17,104,124.71,72.55,98.27,85.14,81.7,133.89,118.64,116.38,107.41,114.67,89.67,117.16,55.81,119.39,107.11,84.88,88.99,105.69,71.48,149.42,155.79,112.01,136.33,94.24
1966-02,66.04,188.61,85.15,124.26,34.75,40.67,99.43,245.01,177.7,127.78,197.9,1075.91,184.77,183.72,337.08,29.56,592.43,63.34,100.07,231.57,584.51,173.88,73.15,114.17,132.74,96.02,83.22,125.81,104.03,124.59,72.54,98.17,85.31,81.4,133.79,118.38,116.1,106.49,114.45,89.59,116.93,55.84,121.36,108.03,85.56,88.65,105.7,72.33,150.94,153.25,109.98,136.79,94.02
1966-03,66.06,188.24,85.08,124.29,34.7,40.7,99.42,245.04,177.72,127.84,197.36,1076.13,184.84,183.37,337.18,29.55,592.47,63.4,100,231.78,583.23,174.29,73.18,114.2,132.78,96.1,82.97,125.49,104.08,124.96,72.35,98.25,85.57,81.2,133.79,118.45,115.44,107.71,114.16,89.68,116.81,55.8,123.33,107.71,85.81,88.96,105.73,72.51,151.28,152.01,109.51,136.79,94.13
1966-04,66.08,188.18,84.99,124.21,34.81,40.69,99.41,245.12,177.78,127.89,197.3,1076.4,184.88,183.33,337.46,29.53,593.43,63.24,99.99,231.88,582.59,174.37,73.2,114.24,132.85,96.06,82.68,124.91,104.34,124.75,72.2,98.33,85.67,81.53,133.66,118.03,116.24,108.48,113.23,89.62,116.41,56,124.83,107.11,85.58,88.38,105.19,71.44,150.79,152.84,109.34,136.66,93.82
1966-05,66.08,188.08,85.13,124.24,34.9,40.67,99.22,245.15,177.77,127.86,197.2,1076.34,184.84,183.27,337.39,29.54,593.85,63.25,99.95,231.87,582.14,174.49,73.18,114.22,132.81,96.03,82.46,125.13,104.85,124.73,73.12,97.97,85.78,82.59,134.35,118.07,116.67,108.24,113.16,89.97,116.39,55.55,127.34,107.47,85.47,88.04,105.32,70.6,151.3,149.51,109.64,136.51,93.85
1966-06,66.01,187.91,84.99,124.26,34.88,40.77,99.16,244.91,177.68,127.78,196.88,1075.46,184.83,183.07,337.28,29.51,593.88,63.44,99.92,231.94,581.37,174.26,73.19,114.22,132.8,96.19,82.88,124.78,104.87,125.07,72.86,97.99,86.16,82.58,134.22,117.78,117.06,108.02,115.99,90.14,115.99,55.26,127,107.42,85.74,87.8,105.29,69.44,151.24,150.55,112.01,136.39,93.62
1966-07,65.92,187.81,85,124.44,34.84,40.9,98.99,244.69,177.56,127.63,196.6,1074.25,184.79,182.9,337.17,29.48,593.78,63.54,99.91,231.93,580.45,173.85,73.17,114.2,132.72,96.38,82.75,124.44,103.99,124.89,72.72,98.29,86.15,82.44,134.67,118.01,115.96,107.14,120.06,90.66,116.1,55.42,126.52,107.36,85.32,89.62,105.32,69.34,150.22,151.2,111.67,136.43,93.7
1966-08,65.93,187.8,85.08,124.4,34.75,40.92,98.93,244.83,177.54,127.55,196.61,1074.05,184.79,182.9,337.39,29.49,593.76,63.47,100,231.93,580.56,173.89,73.17,114.19,132.72,96.42,83.47,124.6,103.93,125.06,72.73,97.9,86.16,82.57,135.16,117.84,116.67,107.12,115.61,90.78,115.92,54.74,128.92,107.55,85.69,89.55,105.43,69.77,150.95,152.48,111.14,137.26,93.5
1966-09,65.96,187.88,84.78,124.29,34.77,40.99,99.23,245.14,177.62,127.12,196.77,1074.68,184.84,183.01,337.44,29.49,593.91,63.36,100.05,231.96,580.98,173.85,73.19,114.22,132.79,96.31,83.54,124.44,103.79,124.71,72.66,97.78,86.44,82.19,135.6,117.62,116.49,108.41,114.97,90.88,115.68,55.24,130.6,108.33,85.44,89.38,105.05,71.18,151.02,150.09,113.03,136.58,93.22
1966-10,65.91,188.06,84.65,123.94,34.72,41.08,99.38,245.29,177.64,126.68,196.98,1075.04,184.87,183.14,337,29.5,593.99,63.37,100.1,231.93,581.63,173.74,73.2,114.24,132.89,96.27,83.63,124.45,103.72,123.64,72.44,97.93,86.68,82.46,135.61,116.78,116.14,108.8,112.11,90.76,115.64,55.22,134.52,107.44,85.17,89.71,104.5,72.48,150.75,149.68,113.24,137,93.13
1966-11,65.8,188,84.66,123.62,34.82,41.15,99.25,245.18,177.57,126.49,196.9,1074.55,184.84,183.09,336.85,29.5,593.93,63.37,100.09,231.92,581.46,173.75,73.19,114.23,132.93,96.29,83.42,124.89,103.31,123.38,73.25,98.73,86.64,83.54,135.56,116.82,116.45,108.27,112.36,90.35,115.29,54.97,130.1,107.61,84.92,89.34,104.82,71.5,151.07,150.77,111.83,137.22,93.6
1966-12,65.75,187.94,84.56,123.5,34.81,41.2,99.33,245.22,177.58,126.29,196.83,1074.49,184.85,183.05,337.08,29.5,593.97,63.38,100.06,231.95,581.32,173.68,73.19,114.24,132.97,96.31,83.08,124.76,103.24,123.87,73.41,98.91,86.97,83.99,135.93,116.4,116.13,109.48,113.29,90.17,115.48,55.25,129.78,107.92,84.79,89.13,105.32,70.85,150.67,150.07,110.64,136.81,93.71
1967-01,65.79,187.99,84.64,123.91,34.75,41.15,99.24,245.21,177.62,126.32,196.94,1074.94,184.83,183.11,336.84,29.49,595.72,63.49,99.99,231.92,581.49,173.81,73.18,114.22,132.86,96.27,84.23,123.95,103.09,124.01,73.21,98.55,87.18,83.72,132.79,116.72,116.47,109.11,115.77,89.67,114.9,55.87,129.27,107.67,85.08,89.22,105.78,70.62,151.4,152.23,110.8,135.88,93.35
1967-02,65.75,188.14,85.02,123.76,34.68,41.17,98.99,244.93,177.5,126.34,197.03,1074.22,184.76,183.18,336.51,29.48,596.78,63.45,99.95,231.8,581.93,173.85,73.16,114.19,132.84,96.35,84.02,123.85,103.58,123.74,72.8,98.4,87.55,84.14,133.65,116.52,116.32,108.17,115.31,89.78,114.61,55.85,131.49,107.69,85.48,88.95,106.53,71.46,151.99,151.33,112.62,135.46,93.37
1967-03,65.78,188.23,85.08,123.59,34.71,41.15,99.13,244.81,177.45,126.22,197.15,1073.96,184.71,183.26,336.76,29.51,596.41,63.41,99.94,231.68,582.29,173.94,73.13,114.16,132.83,96.3,83.5,123.93,103.75,123.91,72.54,98.19,87.27,84.04,133.74,116.26,115.9,109.05,113.98,90.04,115.89,55.88,133.31,107.19,85.55,89.17,107.25,73.09,152.75,150.92,110.33,135.47,93.66
1967-04,65.76,188.35,85.06,123.53,34.76,41.13,99.11,244.6,177.35,126.33,197.29,1073.54,184.65,183.35,336.67,29.53,595.86,63.38,99.94,231.55,582.67,174.13,73.11,114.12,132.79,96.26,83.4,124.12,104.2,124.14,72.51,97.81,87.74,85.01,135.58,115.99,116.4,109.47,114.67,90.5,115.53,55.86,135.02,107.9,85.85,88.89,107.9,71.91,152.4,149.16,109.67,135.27,93.51
1967-05,65.77,188.18,85.09,123.55,34.81,41.06,98.93,244.4,177.31,126.97,197.02,1073.15,184.61,183.18,336.4,29.53,595.52,63.49,99.9,231.58,581.9,174.1,73.1,114.1,132.76,96.34,83.66,124.52,104.48,124.59,73.32,97.7,87.44,85.16,136.35,116.69,116.08,107.87,112.42,90.78,115.21,55.39,137.25,107.85,85.84,89.33,108.61,70.27,152.56,147.92,110.07,135.51,93.57
1967-06,65.81,187.81,85.09,123.75,34.81,41.01,98.85,244.4,177.34,127.31,196.62,1073.33,184.63,182.92,336.39,29.53,595.82,63.55,99.92,231.73,580.7,174.28,73.11,114.1,132.73,96.39,83.51,124.9,104.55,125.27,73.85,97.55,88.13,84.37,136.67,117.01,115.82,106.5,117.78,90.79,115.2,54.8,135.15,107.44,85.86,90.49,109.18,70.66,153.01,150.65,110.97,135.88,93.33
1967-07,65.98,187.62,85.17,124.07,34.78,40.8,98.75,244.7,177.53,127.59,196.5,1074.5,184.7,182.82,337.06,29.53,595.78,63.89,99.96,231.88,580.32,174.4,73.13,114.14,132.73,96.35,84.19,125.17,104.23,125.94,73.95,96.79,93.06,84.4,137.72,117.51,114.68,106.47,117.43,90.62,115.24,54.62,134.83,107.54,86.52,90.67,109.28,70.97,152.85,153.08,112.25,135.88,93.16
1967-08,66.03,187.55,85.22,124.32,34.69,40.79,98.73,244.95,177.61,127.57,196.43,1074.75,184.77,182.78,337.69,29.51,595.7,63.76,99.98,231.99,580.07,174.31,73.16,114.18,132.73,96.38,84.41,124.96,104.38,126.39,73.81,95.9,92.78,85.51,138.16,117.6,114.24,104.95,125.43,90.38,115.19,54.8,136.27,108.02,86.96,90.42,109.02,72.57,152.77,151.74,111.27,135.44,92.98
1967-09,66.02,187.41,85.22,124.37,34.64,40.8,98.83,245.16,177.62,127.53,196.3,1074.65,184.76,182.69,337.88,29.53,595.35,63.76,99.96,232.01,580.01,174.19,73.15,114.16,132.7,96.41,84.71,124.3,104.46,125.9,73.06,95.42,92.5,85.45,138.24,117.36,113.61,105.12,126.65,90.11,116.45,55.35,137.41,107.49,86.97,90.05,108.47,73.69,152.45,150.99,111.65,135.01,93.09
1967-10,66.14,187.66,85.39,124.7,34.85,40.92,99.32,245.51,135.38,127.91,197.28,1077.33,185.06,183.1,338.92,29.6,596.22,63.97,100.38,232.27,581.99,174.61,73.26,114.33,132.92,95.62,84.77,123.77,104.54,125.75,73.18,95.57,93.45,85.57,105.33,118.07,114.55,105,116.62,90,116.36,56.48,138.84,107.1,87.06,90.08,107.93,74.13,152.24,151.23,110.63,134.99,92.11
1967-11,66.2,189.17,85.86,124.67,35.24,41.4,97.31,231.41,136.28,129,187.92,1082.4,185.65,177,341.19,29.7,597.51,64.36,101.31,232.98,591.4,175.92,73.49,114.6,133.49,96.56,84.6,124.56,105.12,125.37,74.42,96.58,91.95,82.09,106.69,119.31,109.42,104.49,115.65,86.98,116.66,56.29,141.17,107.28,87.3,90.63,108.15,75.84,152.34,152.19,110.54,135.69,93.14
1967-12,66.72,194.42,86.86,124.53,35.73,42.05,94.28,214.18,138.15,130.97,172.12,1093.87,176.38,166.42,345.03,30.03,592.78,65.25,103.13,188.98,607.38,179,74.18,115.41,134.96,98.42,85.33,127.56,106.26,125.48,75.51,97.86,88.89,75.81,103.98,121.3,100.65,106.84,110.39,81.99,117.71,57.2,139.39,108.04,88.33,92.66,87.61,78.26,154.62,152.91,111.93,136.83,94.53
1968-01,66.82,194.8,87,124.05,35.57,41.91,94.46,214.57,138.35,130.71,172.64,1096.18,176.56,166.75,345.51,30.04,592.4,65.24,103.25,189.04,608.53,179.52,74.24,115.52,135.22,98.2,84.92,127.09,106.24,124.91,74.87,97.89,88.76,75.69,110.9,121.39,100.98,106.39,110.28,82.28,117.04,57.35,140.52,107.39,88.08,92.83,87.51,76.95,154.99,153.15,111.76,137.02,94.31
1968-02,66.81,194.8,87.08,123.75,35.53,41.93,94.48,214.26,138.34,130.76,172.64,1096.06,176.57,166.75,345.49,30.04,592.4,65.16,103.27,189.04,608.58,179.46,74.24,115.52,135.28,98.23,84.94,126.96,106.1,124.25,74.76,97.96,88.76,75.42,111.15,121.58,100.74,105.45,112.57,82.74,116.76,57.52,142.23,106.8,88.36,92.65,87.67,76.81,155.04,150.31,110.6,137.21,94.31
1968-03,66.68,194.02,86.99,124.02,35.65,42.07,94.49,214.08,138.28,130.69,171.82,1095.01,176.53,166.21,345.63,30.04,592.19,65.14,103.29,189.23,608.66,179.23,74.23,115.5,135.2,98.41,85.03,126.55,105.88,124.9,74.56,98.05,89.07,76,112.48,121.25,100.69,106.6,109.67,82.76,116.57,57.4,141.98,106.24,88.59,92.41,87.98,77.55,154.87,150.13,110.84,137.31,94.52
1968-04,66.71,194.22,86.89,124.58,35.61,42.14,94.47,214.32,138.29,130.51,172,1095.2,176.56,166.33,345.41,30.02,592.03,64.91,103.27,189.2,609.17,179.2,74.24,115.51,135.1,98.37,84.89,126.41,105.6,124.98,74.12,97.81,90.36,76.53,112.63,120.63,102.41,106.31,110.34,82.7,116.1,57.21,141.33,106.21,88.32,92.55,87.95,77.3,154.08,149.68,115.16,136.95,93.87
1968-05,66.69,193.24,86.91,124.85,35.72,42.19,94.39,214.28,138.31,130.28,171.04,1094.74,176.58,165.69,346.54,30.03,592.08,64.93,103.3,189.5,608.6,179.4,74.26,115.52,135.07,98.51,84.59,126.03,105.67,124.99,74.53,97.84,90.93,76.16,112.58,121.05,101.78,106.21,108.23,82.63,116.37,57.18,141.29,106.2,88.28,91.9,88.41,77.19,154.15,145.84,115.86,137.37,93.99
1968-06,66.87,192.94,86.9,125,35.97,42.09,94.37,214.71,138.53,129.44,171.02,1096.97,176.63,165.67,347.15,30.09,592.18,65.04,103.46,189.64,610.18,179.7,74.28,115.55,135.11,98.18,85.28,125.72,105.83,125.23,74.98,97.33,91,76.4,113.3,120.4,102.18,106.26,110.77,82.47,116.3,56.48,143.31,106.45,88.41,92.45,88.65,76.75,154,146.24,117.72,137.84,93.48
1968-07,66.97,193.19,86.75,125.34,36.03,41.94,93.98,214.81,138.57,129.49,171.43,1097.18,176.46,165.93,347.74,30.2,591.4,65.06,103.48,189.37,610.3,179.73,74.2,115.42,134.9,97.97,85.58,125.55,105.75,126.31,74.94,96.83,90.43,75.65,113.45,120.72,102.25,106.19,111.95,82.43,116.36,56.45,142.68,106.14,87.99,92.9,88.6,77.73,154.63,147.08,119.25,137.9,93.01
1968-08,67.01,193.2,86.65,125.44,35.97,41.88,93.89,215,138.59,129.51,171.56,1097.3,176.41,166.01,348.37,30.28,589.72,64.97,103.48,189.27,610.37,179.94,74.17,115.36,134.83,97.89,85.97,125.09,105.46,126.65,74.88,96.12,90.09,75.61,113.41,121.25,102.08,105.35,111.15,82.38,116.33,56.85,141.57,105.89,88.65,92.78,88.57,78.08,154.1,147.79,121.8,137.53,92.76
1968-09,66.73,192.84,86.16,125.38,35.95,42.32,93.89,214.6,138.34,129.28,171.01,1094.97,176.37,165.65,347.1,30.32,583.4,64.68,103.34,189.29,609.21,179.71,74.15,115.3,134.78,98.18,85.53,124.19,105.03,126.06,74.69,96.77,89.98,75.11,112.88,121.42,101.43,105.52,112.25,82.18,115.57,58.21,140.89,105.58,88.29,92.38,88.48,78.25,153.9,144.4,118.77,137.08,92.72
1968-10,66.79,193.02,85.99,125.42,36,42.25,93.95,214.65,138.43,129.37,171.27,1095.7,176.4,165.82,346.98,30.4,578.58,64.68,103.41,189.22,609.75,179.45,74.15,115.28,134.79,98.06,86.03,124.02,104.71,125.47,74.74,96.4,89.67,74.99,113.09,122.48,101.76,105.9,107.6,82.18,114.96,58.07,141.34,105.67,88.33,92.65,88.64,78.92,153.38,145.8,119.25,137.49,92.71
1968-11,66.67,192.65,86.25,125.37,35.96,42.29,93.82,214.54,138.39,129.46,170.99,1095.28,176.38,165.62,346.36,30.45,575.88,64.81,103.4,189.26,609.69,179.27,74.13,115.24,134.77,98.18,85.58,123.77,104.66,126.38,75.13,96.92,89.59,75.16,112.73,122.45,101.91,104.78,105.1,82.36,114.26,58.07,146.45,105.36,88.24,92.43,88.86,79.53,151.91,143.88,116.42,137.26,92.79
