Reference area,AT:Austria,AU:Australia,BE:Belgium,CA:Canada,CH:Switzerland,DE:Germany,DK:Denmark,ES:Spain,FI:Finland,FR:France,GB:United Kingdom,GR:Greece,HK:Hong Kong SAR,IE:Ireland,IT:Italy,JP:Japan,KR:Korea,NL:Netherlands,NO:Norway,NZ:New Zealand,PT:Portugal,SE:Sweden,SG:Singapore,TW:Chinese Taipei,US:United States,XM:Euro area,AT:Austria,AU:Australia,BE:Belgium,CA:Canada,CH:Switzerland,DE:Germany,DK:Denmark,ES:Spain,FI:Finland,FR:France,GB:United Kingdom,GR:Greece,HK:Hong Kong SAR,IE:Ireland,IT:Italy,JP:Japan,KR:Korea,MX:Mexico,NL:Netherlands,NO:Norway,NZ:New Zealand,PT:Portugal,SE:Sweden,SG:Singapore,TW:Chinese Taipei,US:United States,XM:Euro area
1974-11,73,204.66,93.25,131.17,46.72,58.71,99.44,221.96,127.61,112.42,137.41,909,194.28,143.51,259.12,33.81,357.63,73.36,114.29,194.53,577.96,179.67,88.1,108.18,117.77,113.45,89.66,127.75,109.52,123.7,91.22,113.19,98.33,86.03,107.84,107.13,90.66,95.8,122.28,83.91,96.28,73.62,118.21,118.02,102.01,100.13,91.54,93.53,147.31,163.85,128.32,106.76,102.58
1974-12,73.51,205.76,93.7,131.09,48.67,59.28,99.61,220.9,128.93,114.3,135.64,895.86,200.19,142.2,257.56,33.95,304.08,73.85,115.12,194.95,574.05,182.66,87.06,108.31,117.93,115.3,90.48,129.13,110.2,124.1,94.51,113.64,98.36,86.25,108.61,109.23,90.18,95.29,123.7,84.44,95.82,73.71,101.59,117.97,102.48,101.02,91.95,93.05,149.25,161.01,126.91,107.03,104.2
1975-01,74.4,206.21,94.8,129.75,49.1,60.25,100,216.1,129.17,116.03,134.41,873.06,200.17,141.52,256.58,33.72,290.86,74.64,117.15,194.92,566.63,185.28,88.51,107.44,116.91,117.82,91.58,129.79,111.39,122.11,94.77,115.36,97.79,84.57,110.71,110.95,90.88,93.12,121.37,85.22,95.82,73.43,99.04,118.29,103.34,104.69,91.83,91.24,149.03,163.84,123.65,105.61,106.64
1975-02,74.4,206.55,95.15,128.45,49.41,60.33,99.96,213.26,129.06,116.89,134.43,860.81,202.42,141.57,255.63,34.37,287.05,75.07,117.84,194.72,563.75,185.54,89.18,106.09,115.55,118.15,91.83,130.79,112.21,121.29,94.84,115.02,97.86,83.5,111.36,111.56,91.67,91.03,123.53,86.72,96.15,74.3,99.23,117.55,103.34,104.78,91.95,92.39,149.23,163.9,121.37,104.46,106.96
1975-03,74.27,206.93,95.49,128.18,48.92,60.07,100.86,212.58,127.37,118.25,134.73,852.96,195.97,141.73,256.11,34.73,285.02,75.57,118.98,194.77,561.58,186.65,89.45,105.42,114.75,118.54,91.5,132.07,112.42,120.88,93.56,114.2,97.95,83.1,110.82,113,93.08,92.93,118.13,88.2,95.55,75.17,101.24,117.47,104.79,106.23,92.34,94.51,150.01,160.69,118.88,103.49,107.18
1975-04,73.91,206.43,94.66,127.28,48.03,59.32,100.83,213.39,127.15,120.23,133.79,857.36,192.34,141.02,259.01,34.53,287.96,75.16,118.77,194.47,557.8,186.76,88.73,106.51,116.28,118.29,90.51,132.13,111.32,120.05,90.93,112.26,97.68,83.83,111.7,114.39,94.98,93.22,114.13,88.32,96.9,75.33,104.36,118.19,104.2,105.57,92.23,94.15,148.41,157.45,119.54,103.79,106.51
1975-05,74.05,205.91,94.38,125.03,48.69,59.45,101.15,212.53,126.79,124.13,129.74,854.87,192.15,138.17,259.11,34.5,287.18,75.16,119.04,192.91,557.76,187.48,89.61,106.2,116.3,120.08,90.23,131.67,110.88,118.35,92.02,111.9,97.92,83.78,111.41,117.69,95.4,92.44,113.84,86.1,96.74,74.97,106.75,118.82,103.76,104.97,91.84,92.91,149.73,155.82,118.37,103.34,107.11
1975-06,74.29,205.72,94.18,125.33,48.87,59.66,101.57,212.69,127.61,125.39,127.3,849.14,191.04,136.47,259.46,34.29,287.93,74.99,120.12,192.28,559.07,188.18,89.02,106.47,116.54,120.98,90.79,130.73,110.18,118.99,92,112.39,98.49,83.36,111.53,118.99,94.9,91.43,113.76,84.19,96.79,73.82,107.59,119.99,102.87,106.26,92.12,93.7,150.05,155.22,120.61,103.44,107.54
1975-07,73.86,205.75,93.38,125.72,48.55,58.78,100.8,216.14,128.15,123.47,126.52,810.45,192.63,135.42,260.44,34.64,292.75,73.73,118.1,191.35,556.92,185.67,85.69,108.32,119.15,118.05,90.56,129.14,109.73,119.87,90.66,109.95,97.04,85.6,113.06,117.27,94.55,85.9,112.89,82.08,97.32,74.08,111.15,120.78,101.18,105.7,92.38,92.7,149.04,148.96,121.92,106.07,104.75
1975-08,73.16,205.45,92.64,125.84,48.73,57.79,99.73,218.86,128.11,122.8,125.82,826.5,193.06,134.68,261.02,34.97,296.34,73.56,115.59,170.41,550.66,182.8,84.22,109.71,121.16,115.94,89.94,129.21,109.29,120.93,90.95,107.4,95.64,87.72,113.99,116.97,94.26,86.46,113.14,80.97,97.16,74.31,114.13,122.3,101.61,102.64,82.99,92.92,147.74,147.23,123.62,107.41,102.85
1975-09,72.97,205.46,91.78,127.3,48.89,57.73,99.48,219.33,127.63,121.78,125.64,808.33,194.26,134.59,261.08,35.01,298.17,73.39,114.62,162.15,550.39,179.99,84.12,110.38,121.87,114.95,89.15,129.86,108.26,121.84,90.64,106.72,95.39,88.53,114.3,115.9,93.97,87.35,114.18,80.43,97.73,75.43,115.48,122.63,101.82,102.34,79.02,92.71,144.44,144.44,122.82,107.46,102.14
1975-10,73.1,204.76,91.81,127.46,49.5,58.3,99.73,217.65,126.55,123.08,123.29,807.03,195.08,132.69,259.19,34.61,298.62,73.82,115.71,161.34,551.65,181.38,84.76,110.49,121.87,116.1,89.17,131.52,108.82,121.97,91.23,107.1,93.1,87.28,114.25,117.33,92.91,89.02,115.03,79.34,97.07,75.18,116.2,122.38,102.63,103.02,78.63,91.89,146.34,144.3,123.33,107.01,102.81
1975-11,73.12,204.84,91.68,128.9,49.75,58.25,99.66,217.61,126.81,123.21,122.93,782.34,195.66,132.51,259.17,34.58,298.67,73.9,115.98,161.35,552.57,181.7,84.84,110.5,121.63,115.98,88.9,133.58,109.22,123.88,91.4,106.62,93.29,87.2,114.9,117.42,93.39,86.88,113.65,79.82,97.86,74.31,116.11,122.47,102.33,103.28,79.19,93.36,147.02,143.36,121.98,107.22,102.85
1975-12,73.08,204.69,91.51,129.19,50.6,57.86,98.64,218.4,127.89,122.89,122.28,789.68,196.15,131.95,260.17,34.38,300.6,73.75,116.16,160.99,549.38,182.45,84.73,111.18,122.47,115.32,88.87,134.65,109.07,124.15,92.28,105.69,92.72,88.45,116,117.24,93.45,88.71,113.44,80.67,98.4,73.64,116.57,123.32,101.8,102.86,79.75,94.12,147.26,142.41,120.19,108.01,102.61
1976-01,73.45,204.72,91.9,130.07,51.18,58.39,98.37,218.45,128.4,122.43,122.56,798.79,197.18,132.16,251.91,34.46,300.04,74.06,116.04,161.09,546.62,183.58,84.91,110.97,122.07,114.9,89.81,133.9,109.42,124.78,92.84,106.31,91.42,88.41,117.61,116.64,93.97,89.34,113.15,82.07,95.58,74.71,116,125.03,102.07,102.76,80.18,99.24,148.77,142.16,120.87,106.61,102.41
1976-02,73.93,204.86,92.64,131.72,52.12,60.1,99.08,202.69,129,123.91,122.93,807.92,197.61,132.44,230.26,34.85,299.38,74.37,117.05,161.16,554.71,184.46,84.91,110.78,121.68,113.48,90.66,133.96,109.76,126.58,93.66,109.16,91.91,82.29,118.75,117.99,94.78,89.22,112.69,83.62,88.5,75.57,116.51,126.73,102.62,103.53,80.87,98.12,149.4,140.78,120.34,105.8,101.41
1976-03,74.52,204.53,93.92,133.11,53.1,61.37,100.57,200.45,130.27,121.99,119.49,808.18,199.57,129.78,217.01,35.25,300.5,74.64,118.3,159.43,543.46,186.04,85.13,111.23,122.3,112.24,91.59,134.08,111.14,127.89,94.35,110.79,96.42,82.58,120.15,116.06,91.77,91.04,114.27,83.45,84.46,76.19,118.37,127.88,102.96,104.98,80.73,97.46,150.46,138.96,121.19,105.78,100.92
1976-04,75.63,203.78,95.4,133.63,54.33,62.72,103.24,202.1,131.03,122.04,113.96,812.62,201.89,125.54,203.98,35.57,300.88,75.28,120.31,156.77,531.61,187.48,85.52,111.39,122.67,112.36,92.49,133.35,112.63,127.98,95.36,112.33,98.14,84.02,120.46,115.81,88.17,91.25,114.7,81.65,80.67,78.13,118.52,128.08,104.93,106.33,79.71,93.89,151.08,137.73,120.24,105.23,101.21
1976-05,75.2,203.55,95.36,134.17,55.5,62.21,103.36,201.68,130.86,121.54,111.84,806.21,203.46,123.94,210.62,35.63,301.19,74.79,120.76,155.67,523.51,187.73,85.87,111.5,122.81,112.29,91.44,133.42,112.67,128.45,96.33,110.64,98.4,87.11,119.79,114.99,86.67,90.63,114.64,81.19,84.27,78.15,118.77,128.14,103.97,106.49,79.71,91.31,151.3,135.62,118.98,105.45,101.64
1976-06,75.15,203.39,94.86,135.22,56.2,62.15,102.93,202.12,130.73,121.18,109.55,810.04,202.65,121.95,214.04,35.7,301.82,74.75,120.45,154.49,511.15,187.45,86.16,111.74,123.04,112.42,92.1,133.61,111.92,129.68,97.38,110.27,97.3,86.47,119.49,114.88,85.04,91.6,115.67,80.1,85.93,78.1,119.24,128.19,103.58,107.3,79.68,88.55,151.67,136.05,118.27,105.81,101.6
1976-07,75.51,203.63,94.75,135.22,55.79,62.14,102.26,201.89,131.16,118.07,110.88,806.95,201.67,123.05,217.5,36.25,300.18,74.95,119.52,155.06,506.18,186.51,85.77,111.21,122.47,111.82,92.27,133.74,112.41,129.88,96.53,109.63,96.47,86.59,121.93,112.63,85.98,89.85,115.01,80.41,87.59,79.35,118.58,128.5,103.12,106.86,80.4,87.57,150.6,134.61,117.74,105.43,101.01
1976-08,76.35,203.71,95.97,133.18,55.58,63.15,103.09,201.06,130.18,114.24,110.08,799.54,201.64,122.42,216.5,36.68,298.45,75.97,120.45,155.28,507.73,187.8,85.73,110.62,122.17,112.1,93.92,134.74,113.51,127.28,95.86,110.92,97.22,86.29,121.85,109.09,86.15,87.07,116.31,79.72,87.72,79.36,118.77,128.95,104.87,106.98,80.82,90.3,151.56,134.44,117.56,105.36,101.38
1976-09,77.02,203.39,96.82,134.49,55.46,63.82,104.01,201.09,129.64,114.87,105.97,792.06,201.65,119.34,213.31,37.03,296.97,77.62,121.63,153.73,505.7,189.62,85.48,110.12,121.42,113.51,94.08,135.74,115.16,129.33,94.58,111.24,99.72,87.3,121.34,109.99,83.26,88.14,116.5,77.9,87.41,81.96,117.82,82.49,107.49,107.36,79.82,90.88,151.9,131.69,116.01,107.18,103.25
1976-10,78.13,203.04,99.45,134.93,55.99,65.64,105.47,200.63,129.82,113.01,99.87,787.87,203.65,114.57,209.78,36.58,298.09,79.13,123.93,150.77,503.45,193.82,85.98,110.46,121.78,115.81,95.11,137.94,117.43,129.75,94.69,113.3,101.06,87.38,121.77,108.26,79.05,88.31,115.76,75.3,87.84,80.7,119.06,84.79,110.13,108.18,78.1,91.51,155.99,132.88,114.84,107.01,105.67
1976-11,78.52,199.81,100.19,133.06,56.07,66.21,105.17,199.82,130.15,112.73,99.66,786.28,207.62,114.34,206.86,36.07,299.47,79.87,124.88,150.73,500.68,195.39,86.27,110.88,122.52,116.32,95.19,137.7,118.06,128.26,94.32,113.89,101.21,88.07,122.09,108.05,79.53,88.56,117.71,75.73,87.64,79.34,119.25,74.32,110.71,108.55,78.2,92.21,157.31,132.97,114.78,108.35,106.67
1976-12,78.91,173.16,101,128.85,55.5,66.59,105.54,198.75,130.55,112,101.77,787.02,209.34,115.99,204.99,36.16,299.54,80.35,125.24,149.98,496.57,196.78,86.16,110.94,123.13,116.56,95.56,119.65,118.91,123.65,92.79,113.92,101.06,87.73,122,106.91,81.78,89.49,116.94,77.16,87.75,79.94,118.84,91.42,110.59,108.41,77.66,93.3,157.83,131.68,115.06,106.88,106.68
1977-01,78.71,177.94,100.25,129.65,54.57,66.52,104.76,198.11,130.58,112.6,104.07,780.36,211.79,117.85,202.22,36.58,298.03,79.81,123.86,152.63,489.75,194.23,85.75,110.42,122.44,115.62,95.51,122.29,118.09,124.77,90.43,113.92,99.17,89.5,123.46,106.56,85,88.05,117.54,78.19,86.63,80.8,118.19,90.7,108.84,108.22,78.87,90.61,155.67,132.53,115.11,105.85,105.75
1977-02,78.59,178.1,100,127.23,54.03,66.25,104.51,197.41,130.37,112.75,104.1,783.15,212.07,117.8,202.07,37.41,296.39,79.72,123.89,152.3,482.8,193.27,85.38,109.92,122.46,115.01,95.22,121.88,117.79,122.05,88.74,112.93,98.1,89.7,123.35,106.28,85,87,121.28,78.45,87.83,82.27,119.24,84.93,108.6,107.94,78.88,90.33,155.52,130.82,115.42,106.45,105.37
1977-03,78.91,178.65,100.39,124.32,53.27,66.6,105.14,199.15,130.74,112.64,104.34,782.34,212.09,118,200.89,38.03,294.77,80.1,124.28,152.18,404.91,194.23,84.88,109.39,122.46,114.8,95.37,122.27,117.25,119.91,86.52,112.68,99.18,91.72,124.38,106.41,85.42,88.81,119.85,79.02,87.6,83.39,119.54,85.29,108.88,109.03,79.45,82.74,156.12,129.01,113.65,106.29,105.54
1977-04,79.18,178.74,100.94,124.17,53.64,66.94,103.19,198.6,123.18,112.61,104.17,781.49,210.5,117.85,199.83,38.74,292.74,80.58,123.89,152.04,404.06,188.08,84.32,108.73,121.79,114.99,95.08,121.96,117.22,119.37,86.22,112.45,97.16,92.06,116.77,106.63,86.5,89.55,117.71,78.98,87.14,85.65,117.44,85.82,110.39,108.06,80,84.61,151.34,126.53,112.53,105.46,105.51
1977-05,79.23,178.73,101.38,124.46,53.7,67.31,102.57,197.86,121.87,112.64,103.99,782.57,209.13,117.72,199.62,38.37,293.48,80.89,124.14,152.15,403.82,187.41,84.49,108.96,121.93,115.58,94.83,121.99,118.13,120.42,85.6,112.5,97.28,91.84,116.13,106.96,86.48,89.72,115.15,79.11,87.87,85.1,118.12,85.59,110.32,108.03,80.75,83.91,151.5,124.91,112.58,105.27,106.18
1977-06,79.24,178.71,101.43,123.22,54.29,67.35,101.97,196.1,121.87,112.85,103.93,781.74,207.82,117.65,199.62,39.02,291.89,80.04,123.94,151.98,404.03,184.54,84.09,108.46,121.65,115.29,95.24,121.97,118.22,118.81,86.48,112.29,96.27,93.03,116.2,107.13,86.55,89.56,115.68,78.93,87.69,85.36,118.13,85.44,108.51,107.9,81.22,83.17,151.37,125.01,115.09,105.17,105.95
1977-07,80.47,179.03,101.62,122.32,55.45,68.98,102.23,166.3,122.23,114.39,102.96,781.74,207.15,116.93,198.34,40.03,288.05,80.27,123.21,151.38,410.19,185.39,83.42,107.14,120.31,115.4,96.89,122.32,118.37,118.8,87.89,114.2,96.6,81.21,116.83,109.21,85.44,89,115.53,78.2,87.19,86.92,117.72,85.63,108.46,107.99,81.36,83.78,152.65,124.96,113.35,103.99,106.34
1977-08,79.98,176.97,102.27,120.96,55.91,68.41,101.94,159.14,122.18,114.21,104.77,786.9,207.97,118.4,200.18,39.88,289.33,80.51,123.23,152.04,411.49,182.21,84.04,107.6,121.13,114.41,95.99,120.93,118.97,116.92,88.07,112.52,96.7,79.82,118.13,108.97,86.78,87.89,115.31,79.02,88.46,86.02,119.17,87.42,108.75,107.39,82.12,84.82,149.52,127.29,118.4,104.23,105.63
1977-09,79.81,177.21,102.1,121.25,56.97,68.54,100.69,160.26,120.47,114.07,105.64,788.3,207.67,119.02,200.87,39.94,289.94,80.47,121.12,152.39,395.3,168.07,84.26,107.82,121.43,114.44,95.14,121.24,118.91,117.69,89.08,112.06,95.81,80.98,116.14,109,87.41,89.85,114.5,79.32,89.61,87.09,118.82,88.93,108.73,105.34,82.71,80.87,138.33,126.77,116.02,103.89,105.88
1977-10,79.91,176.72,101.73,117.79,58.61,69.01,100.35,159.07,119.53,114,105.85,783.66,203.47,119.21,198.39,41.58,284.56,80.22,119.44,151.85,389.84,167.85,83.82,106.01,119.99,114.08,95.4,121.54,118.13,114.91,91.29,112.1,98.12,81.2,115.19,109.28,87.43,91.03,112.14,79.65,88.97,91.05,115.68,89.28,108.43,103.44,83.06,80.63,137.91,125.17,112.27,102.47,105.76
1977-11,80.17,175.39,101.15,116.06,60.05,69.36,99.09,159.66,117.31,112.67,107.67,778.1,200.59,120.63,196.48,43.12,279.69,79.76,118.88,151.55,384.79,166.09,83.82,104.36,118.38,113.14,95.02,121.55,117.56,113.54,93.15,112.51,97.52,81.87,112.89,108.09,89.03,91.31,110.09,80.87,88.78,93.02,114.33,89.57,107.71,102.51,83.68,80.65,137.25,125.54,108.72,101.68,105.32
1977-12,80.75,174.17,102.94,116.73,62.2,70.89,99.77,158.81,116.48,111.45,107.41,771.53,199.79,120.6,192.19,43.28,276.35,80.83,121.17,151.64,380,163.9,83.96,103.13,116.53,114.39,95.64,120.94,119.76,114.5,96.22,114.96,97.77,81.76,112.09,106.8,89.06,91.63,108.72,80.94,86.95,92.85,113.83,90.03,108.75,104.38,84.09,80.67,135.82,127.47,106.6,100.13,106.63
1978-01,80.6,173.51,104.16,116.06,63.98,70.85,100.94,158.28,117.41,111.45,110.56,755,199.51,123.19,189.88,42.93,274.79,81.54,121.19,152.66,375.04,164.05,83.99,102.51,115.62,114.3,95.78,119.91,121.08,113.7,98.28,115,98.43,82.24,112.38,106.45,91.35,89.72,109.94,82.55,86.17,91.53,115.76,90.86,108.55,105.71,84.53,80.33,137.69,127.12,107.07,99.21,106.64
1978-02,81.09,172.55,105.22,114.62,66.42,71.98,102.12,157.65,113.2,107.39,110.21,744.58,198.65,122.94,191.33,42.95,273.94,82.5,117.78,153.02,372.1,163.97,84.18,102.19,115.44,114.5,96.34,118.92,122.09,112.49,101.49,116.43,99.42,82.23,109.05,102.78,91.04,87.26,110.57,82.23,87.18,91.41,117.02,91.48,109.69,102.32,84.73,79.17,138.33,127.66,106.81,98.89,106.75
1978-03,81.36,170.96,105.84,112.95,65.79,72.67,102.53,156.93,111.1,109.15,107.06,723.93,196.21,120.41,189.79,44.47,269.82,83.44,115.33,151.34,362.34,163.66,83.65,100.81,114.23,115.93,96.36,117.76,122.26,110.94,99.85,117,99.73,82.29,106.66,104.72,88.32,86.6,108.21,80.37,87.18,94.84,115.89,91.19,111.23,100.74,83.91,77.77,136.99,124.19,104.73,97.99,108.38
1978-04,81.11,170.04,105.26,110.99,65.64,72.24,102.35,156.28,110.72,112.54,103.4,715.73,194.18,117.51,188.73,46.52,266.25,83.31,114.45,149.78,356.87,163.91,82.37,99.68,113.55,116.23,95.71,117.02,120.69,108.41,98.81,115.76,99.12,82.85,106.02,108.16,85.75,86.63,107.33,78.03,86.77,99.4,113.13,91.3,110.95,99.34,83.11,80.76,136.95,121.53,104.54,97.4,108.78
1978-05,80.64,170.21,103.99,113.87,64.85,71.28,102.73,157.87,110.49,113.44,103.48,720.08,195.45,117.49,190.09,45.93,269.67,82.31,114.73,149.88,335.09,165.08,82.84,100.9,114.62,114.8,94.91,117.2,118.74,111.84,97.14,113.65,99.64,83.98,106.85,109.57,85.79,87.3,106.17,78.12,87.73,98.03,114.98,91.91,109.25,99.25,83.38,76.5,137.72,121.45,105.04,98.46,107.46
1978-06,80.37,168.78,103.25,112.82,66.73,71.04,102.45,159.35,109.05,113.71,103.25,718.87,191.92,117.22,189.92,48.27,263.92,82.03,114.24,149.05,325.16,164.67,81.74,98.97,112.62,114.11,94.55,116.3,117.36,110.74,99.58,113.03,99.11,85.21,105.01,109.98,85.83,87.58,104.31,78.31,88.05,101.64,115.22,91.54,108.28,98.94,83.19,73.83,136.79,120.34,102.42,97.44,106.79
1978-07,79.78,165.77,102.19,111.48,68.39,70.5,101.13,159.62,108.89,115.17,104.47,713.91,186.4,118.32,188.68,51.17,256.02,81.06,112.15,148.08,319.67,164,80.44,101.77,109.53,113.04,93.8,114.08,116.2,110.14,101.49,111.25,97.51,86.74,104.64,112.28,86.67,85.34,101.89,79.68,87.4,107.47,112.72,91.48,107.35,97.75,82.81,73.13,135.92,118.99,104.35,94.93,105.9
1978-08,79.65,162.77,102.54,109.08,72.29,70.85,100.59,161.85,108.61,114.42,104.69,694.98,179.91,118.53,186,53.79,249.35,81.11,112.46,146.78,312.9,163.96,80.32,99.35,107.19,112.68,94.06,112.2,116.69,107.57,106.86,111.07,97.1,89.15,104.54,111.84,87.01,81.59,99.52,80.17,86.23,112.53,109.61,91.28,107.6,97.65,82.38,72.25,135.32,118.8,103.36,93.04,105.6
1978-09,79.76,162.37,103.2,106.66,76.18,71.2,100.99,164.05,108.95,113.25,104.83,685.06,178.11,118.7,185.99,53.11,249.6,81.28,112.63,147.71,308.75,163.24,80.51,99.4,107.54,112.99,93.48,111.85,117.38,104.08,111.54,110.62,97.4,90.53,104.95,110.71,86.86,82.08,97.69,80.22,87.42,111.38,111.05,91.93,108.11,98.53,82.99,71.89,134.76,118.25,104.22,93.41,105.96
1978-10,80.28,160.91,105.65,104.16,74.78,73.64,103,166.07,108.34,112.57,103.53,676.03,174.67,117.86,182.5,54,244.02,83.26,114.76,146.87,301.1,161.98,81.43,97.25,105.25,116.56,93.9,111.08,119.79,102.18,108.52,113.84,100.53,91.83,104.42,110.55,85.7,82.11,96.79,79.22,86.07,112.66,108.88,91.39,110.42,99.68,82.74,72.68,133.44,118.79,102.16,91.67,109.43
1978-11,80.26,161.16,105.5,105.85,70.74,73.56,103.18,167.67,109.06,111.76,103.93,678.59,175.94,118.05,180.33,52.54,249.27,83.37,114.63,147.12,297.96,163.28,82.42,99.23,107.33,115.71,93.62,111.98,119.61,104.05,102.39,113.68,101.05,92.72,105.35,109.91,86.25,83.1,96.4,79.55,85.53,108.08,111.85,92.67,110.19,99.48,83.4,72.63,134.46,120.61,103.85,93.68,108.97
1978-12,80.87,161,105.48,105.35,70.14,74.06,102.95,167.63,108.69,112.48,104.78,680.73,176.41,118.75,179.92,51.15,251.02,83.68,113.6,148.07,296.3,162.31,83.35,99.81,107.9,116.82,94.3,112.17,119.64,103.42,101.29,114.3,100.36,93.56,104.36,110.66,87.44,84.4,96.72,80.55,85.33,104.65,112.82,93.36,110.06,98.13,84.2,72.82,133.89,121.29,103.73,94.29,110.12
1979-01,81.25,160.54,106.41,104.35,69.67,74.64,104.24,168.36,108.95,113.25,104.8,680.91,177.45,118.86,178.79,50.54,250.67,84.52,113.01,148.4,291.44,161.92,83.53,99.61,107.68,118.34,94.68,111.51,120.38,102.08,99.95,115.39,100.64,94.7,104.62,111.25,87.82,86.86,97.96,81.25,85.51,102.63,112.84,95.8,109.96,96.47,84.3,70.88,133.32,121.04,103.12,94.15,112.02
1979-02,81.24,160,106.45,103.94,69.69,74.63,104.19,170.75,109.27,112.78,105.16,679.32,176.79,119.18,178.72,49.87,252.29,84.45,112.75,148.68,287.42,161.59,83.83,100.35,108.39,118.38,94.59,111.01,119.97,101.97,100.27,114.7,100.38,95.97,105.38,110.74,88.25,85.97,98.45,81.98,86.37,99.81,116.91,96.12,109.74,96.03,84.66,71.24,133.08,120.38,103.65,95.09,112.01
1979-03,81.19,159.61,106,106.08,69.6,74.65,103.44,171.73,109.33,112.59,107.32,678.04,174.98,120.87,178.84,48.41,254.75,84.47,112.9,149.82,284.42,161.88,84.32,101.21,108.76,118.35,93.99,110.57,118.55,104.09,99.76,114.41,99.73,96.7,105.37,110.7,89.92,87.73,97.8,83.4,86.84,96.91,118.97,96.41,110.05,95.61,85.61,70.82,132.74,119.3,104.94,95.41,112.05
1979-04,80.77,159.98,105.11,109.19,68.98,74.11,102.81,176.22,109.68,112.02,110.66,679.1,169.69,120.4,180.39,46.42,259.46,83.79,112.99,151.32,281.53,162.68,84.65,102.8,109.91,117.63,92.88,110.61,116.78,106.72,98.13,112.96,98.52,99.75,105.71,110.18,93.38,88.95,95.92,82.82,87.91,92.85,122.85,96.55,108.84,95.32,86.88,71.21,132.86,118.64,107.48,96.4,111.07
1979-05,80.56,160.3,104.11,108.51,69.03,74.14,101.28,183.06,110.44,111.17,110.63,679.73,171.93,118.93,179.88,46.16,260.86,83.17,112.8,151.19,278.42,163.92,84.89,103.32,110.7,117.13,92.08,110.68,115.2,105.88,97.71,112.38,97.87,103.91,106.03,109.67,93.23,89.29,96.21,82.02,88.11,92.07,126.14,96.97,107.28,94.87,87.43,72.51,133.45,118.11,107.84,97.33,110.43
1979-06,80.75,160.67,104.15,106.93,69.55,74.49,99.55,181.46,110.7,111.35,112.73,676.4,169.7,118.58,179.65,45.84,260.47,82.83,112.54,149.3,275.8,164.58,85.25,102.85,110.63,117.44,92.06,110.85,115.02,103.82,99.05,112.68,96.31,103.12,106.25,109.88,96.03,89.11,95.42,81.97,88.03,90.66,126.23,96.82,105.99,94.14,87.14,71.26,133.5,118.75,107.67,97.72,110.31
1979-07,81.27,160.82,104.86,107.04,69.84,74.97,100.15,176.11,110.94,111.41,118,666.42,166.08,118.37,180.18,45.72,257.15,82.86,111.76,144.74,273.34,164.66,85.63,101.55,108.7,117.95,92.63,110.28,115.44,103.54,98.52,112.63,97.9,101.12,105.76,110.19,103.85,87.93,93.53,81.44,87.96,90.31,123.85,96.43,105.18,92.76,85.02,69.69,132.74,119.53,106.13,96.14,109.94
1979-08,81.62,161.4,104.81,106.56,69.69,74.91,99.92,176.76,111.41,111.36,117.17,665.2,167.26,118.19,181.17,45.49,257.97,83.08,112.43,144.25,270.99,165.23,85.84,102.04,109.15,118.09,92.63,111.04,115.28,102.52,97.49,111.95,98.67,101.79,106,110.66,103.18,86.57,95.83,81.95,89.04,88.02,124.31,97.29,105.38,92.86,85.63,70.29,134.15,121.24,109.09,97.08,110.23
1979-09,83.18,161.68,105.45,107.04,70.97,75.83,100.76,175.4,111.31,112.07,114.05,658.13,169.98,120.12,181.16,44.41,259.01,83.73,112.81,143.25,268.53,165.19,86.23,102.33,109.23,120.23,93.7,110.95,115.13,102.83,98.66,112.57,99.68,101.25,105.87,111.22,100.34,87.16,97.27,83.52,90.39,85.96,125.02,97.47,106.21,92.47,85.19,70.58,133.27,122.02,111.63,96.99,112.29
1979-10,84.07,161.85,105.96,106.55,70.78,76.73,100.55,176.3,113.14,112.83,111.88,654.85,173.94,121.03,178.65,42.97,262.56,83.78,114.03,142.46,266.19,165.55,86.81,103.56,110.66,121.59,94.57,111.32,115.59,102.24,97.37,112.9,99.05,102.14,107.34,112.26,98.51,88.35,99.67,84.41,90.18,83.56,126.37,98.53,106.22,93.36,84.86,71.73,133.66,122.25,111.6,98.05,113.79
1979-11,84.85,161.44,106.3,106.67,70.09,77.72,100.27,175.61,113.14,114.1,111.35,648.95,175.93,121.73,178.73,40.41,268.19,84.27,113.23,142.58,264.21,165.41,87.28,105.51,112.52,124.01,95.29,111.56,115.71,102.56,96.13,114.26,98.99,101.29,107.4,113.51,98.37,88.46,100.46,85.19,91.07,77.68,130.54,99.24,106.32,92.46,85.46,70.74,134.55,123.11,111.54,100.04,116.17
1979-12,85.05,160.79,106.13,107.21,70.88,78.13,96.38,172.12,113.15,114.83,113.16,631.64,176.21,121.8,178.63,40.83,264.94,85.33,112.59,142.6,262.37,164.74,86.88,104.27,110.84,124.69,95.44,110.93,115.18,102.53,96.51,114.19,94.52,99.9,107.2,114.2,99.74,88.16,100.42,85.43,92.1,78.22,131.02,99.78,107.1,91.43,85.81,71.23,133.91,122.11,110.14,98.82,117.06
