vs,rikishi,win
琴錦,貴乃花,0
土佐ノ海,貴乃花,0
魁皇,貴乃花,1
玉春日,貴乃花,0
蒼樹山,貴乃花,1
湊富士,貴乃花,1
栃東,貴乃花,1
闘牙,貴乃花,1
出島,貴乃花,1
琴竜,貴乃花,0
時津海,貴乃花,1
武双山,貴乃花,0
琴乃若,貴乃花,1
千代大海,貴乃花,0
武蔵丸,貴乃花,0
魁皇,若乃花,1
出島,若乃花,1
玉春日,若乃花,1
土佐ノ海,若乃花,1
湊富士,若乃花,1
琴錦,若乃花,1
蒼樹山,若乃花,1
栃東,若乃花,1
闘牙,若乃花,1
時津海,若乃花,1
琴竜,若乃花,1
琴乃若,若乃花,1
武双山,若乃花,0
武蔵丸,若乃花,1
千代大海,若乃花,0
や,曙,-1
や,曙,-1
や,曙,-1
や,曙,-1
や,曙,-1
や,曙,-1
や,曙,-1
や,曙,-1
や,曙,-1
や,曙,-1
や,曙,-1
や,曙,-1
や,曙,-1
や,曙,-1
や,曙,-1
栃東,武蔵丸,0
貴闘力,武蔵丸,1
土佐ノ海,武蔵丸,1
安芸乃島,武蔵丸,1
魁皇,武蔵丸,0
玉春日,武蔵丸,0
琴錦,武蔵丸,0
蒼樹山,武蔵丸,1
琴乃若,武蔵丸,0
湊富士,武蔵丸,1
千代大海,武蔵丸,0
時津海,武蔵丸,1
貴ノ浪,武蔵丸,1
若乃花,武蔵丸,0
貴乃花,武蔵丸,1
土佐ノ海,貴ノ浪,1
栃東,貴ノ浪,0
蒼樹山,貴ノ浪,0
魁皇,貴ノ浪,1
玉春日,貴ノ浪,1
出島,貴ノ浪,0
湊富士,貴ノ浪,0
武双山,貴ノ浪,0
時津海,貴ノ浪,1
千代大海,貴ノ浪,0
闘牙,貴ノ浪,1
琴竜,貴ノ浪,1
武蔵丸,貴ノ浪,0
琴錦,貴ノ浪,0
琴乃若,貴ノ浪,0
貴闘力,千代大海,1
玉春日,千代大海,1
出島,千代大海,1
琴錦,千代大海,1
栃東,千代大海,1
魁皇,千代大海,1
土佐ノ海,千代大海,0
琴乃若,千代大海,1
武双山,千代大海,1
貴ノ浪,千代大海,1
武蔵丸,千代大海,1
安芸乃島,千代大海,0
闘牙,千代大海,1
貴乃花,千代大海,1
若乃花,千代大海,1
玉春日,琴乃若,1
安芸乃島,琴乃若,0
貴闘力,琴乃若,1
栃東,琴乃若,0
出島,琴乃若,1
土佐ノ海,琴乃若,1
武双山,琴乃若,0
千代大海,琴乃若,0
武蔵丸,琴乃若,1
魁皇,琴乃若,1
湊富士,琴乃若,0
若乃花,琴乃若,0
貴乃花,琴乃若,0
闘牙,琴乃若,1
