vs,rikishi,win
や,武蔵丸,-1
や,武蔵丸,-1
や,武蔵丸,-1
や,武蔵丸,-1
や,武蔵丸,-1
や,武蔵丸,-1
や,武蔵丸,-1
や,武蔵丸,-1
や,武蔵丸,-1
や,武蔵丸,-1
や,武蔵丸,-1
や,武蔵丸,-1
や,武蔵丸,-1
や,武蔵丸,-1
や,武蔵丸,-1
若の里,貴乃花,1
雅山,貴乃花,1
旭天鵬,貴乃花,0
や,貴乃花,-1
闘牙,貴乃花,1
土佐ノ海,貴乃花,1
出島,貴乃花,0
安美錦,貴乃花,0
琴ノ若,貴乃花,0
土佐ノ海,朝青龍,1
出島,朝青龍,1
雅山,朝青龍,1
貴ノ浪,朝青龍,1
旭天鵬,朝青龍,1
安美錦,朝青龍,1
隆乃若,朝青龍,1
時津海,朝青龍,1
海鵬,朝青龍,0
琴ノ若,朝青龍,1
岩木山,朝青龍,1
霜鳥,朝青龍,1
若の里,朝青龍,1
琴光喜,朝青龍,1
武双山,朝青龍,1
旭天鵬,武双山,0
貴ノ浪,武双山,1
土佐ノ海,武双山,0
闘牙,武双山,1
琴ノ若,武双山,0
若の里,武双山,0
安美錦,武双山,1
琴光喜,武双山,0
時津海,武双山,0
岩木山,武双山,1
海鵬,武双山,1
隆乃若,武双山,1
北勝力,武双山,1
琴龍,武双山,1
朝青龍,武双山,0
雅山,栃東,0
土佐ノ海,栃東,0
若の里,栃東,0
旭天鵬,栃東,0
出島,栃東,0
貴ノ浪,栃東,0
や,栃東,-1
や,栃東,-1
や,栃東,-1
や,栃東,-1
や,栃東,-1
や,栃東,-1
や,栃東,-1
や,栃東,-1
や,栃東,-1
や,千代大海,-1
や,千代大海,-1
や,千代大海,-1
や,千代大海,-1
や,千代大海,-1
や,千代大海,-1
や,千代大海,-1
や,千代大海,-1
や,千代大海,-1
や,千代大海,-1
や,千代大海,-1
や,千代大海,-1
や,千代大海,-1
や,千代大海,-1
や,千代大海,-1
や,魁皇,-1
や,魁皇,-1
や,魁皇,-1
や,魁皇,-1
や,魁皇,-1
や,魁皇,-1
や,魁皇,-1
や,魁皇,-1
や,魁皇,-1
や,魁皇,-1
や,魁皇,-1
や,魁皇,-1
や,魁皇,-1
や,魁皇,-1
や,魁皇,-1
闘牙,隆乃若,1
琴ノ若,隆乃若,1
出島,隆乃若,0
土佐ノ海,隆乃若,0
安美錦,隆乃若,1
海鵬,隆乃若,1
朝青龍,隆乃若,0
旭天鵬,隆乃若,0
岩木山,隆乃若,1
時津海,隆乃若,1
貴ノ浪,隆乃若,1
武双山,隆乃若,0
旭鷲山,隆乃若,1
高見盛,隆乃若,1
琴光喜,隆乃若,0
出島,琴光喜,0
時津海,琴光喜,0
闘牙,琴光喜,1
雅山,琴光喜,1
若の里,琴光喜,1
旭天鵬,琴光喜,1
土佐ノ海,琴光喜,0
武双山,琴光喜,1
安美錦,琴光喜,1
貴ノ浪,琴光喜,0
北勝力,琴光喜,1
海鵬,琴光喜,1
岩木山,琴光喜,0
朝青龍,琴光喜,0
隆乃若,琴光喜,1
琴ノ若,貴ノ浪,1
武双山,貴ノ浪,0
安美錦,貴ノ浪,1
朝青龍,貴ノ浪,0
時津海,貴ノ浪,1
栃東,貴ノ浪,1
旭天鵬,貴ノ浪,0
出島,貴ノ浪,0
若の里,貴ノ浪,0
琴光喜,貴ノ浪,1
隆乃若,貴ノ浪,0
岩木山,貴ノ浪,1
土佐ノ海,貴ノ浪,1
海鵬,貴ノ浪,0
高見盛,貴ノ浪,0
貴乃花,若の里,0
旭天鵬,若の里,1
栃東,若の里,1
琴ノ若,若の里,1
琴光喜,若の里,0
武双山,若の里,1
闘牙,若の里,1
