vs,rikishi,win
栃乃洋,朝青龍,1
高見盛,朝青龍,1
北勝力,朝青龍,1
若の里,朝青龍,1
岩木山,朝青龍,1
旭天鵬,朝青龍,1
玉乃島,朝青龍,1
旭鷲山,朝青龍,1
時津海,朝青龍,1
琴光喜,朝青龍,1
垣添,朝青龍,1
土佐ノ海,朝青龍,1
魁皇,朝青龍,1
千代大海,朝青龍,1
栃東,朝青龍,1
若の里,栃東,0
時津海,栃東,1
旭鷲山,栃東,1
栃乃洋,栃東,1
闘牙,栃東,1
北勝力,栃東,1
岩木山,栃東,1
土佐ノ海,栃東,1
高見盛,栃東,0
旭天鵬,栃東,0
琴光喜,栃東,0
玉乃島,栃東,1
千代大海,栃東,0
魁皇,栃東,1
朝青龍,栃東,0
闘牙,千代大海,1
玉乃島,千代大海,1
高見盛,千代大海,1
北勝力,千代大海,1
土佐ノ海,千代大海,0
岩木山,千代大海,1
時津海,千代大海,1
旭天鵬,千代大海,1
若の里,千代大海,1
旭鷲山,千代大海,1
栃乃洋,千代大海,0
琴光喜,千代大海,0
栃東,千代大海,1
朝青龍,千代大海,0
魁皇,千代大海,0
北勝力,魁皇,1
土佐ノ海,魁皇,1
岩木山,魁皇,1
旭鷲山,魁皇,0
若の里,魁皇,0
高見盛,魁皇,1
旭天鵬,魁皇,1
時津海,魁皇,1
武双山,魁皇,1
栃乃洋,魁皇,1
玉乃島,魁皇,1
垣添,魁皇,0
朝青龍,魁皇,0
栃東,魁皇,0
千代大海,魁皇,1
岩木山,武双山,1
旭天鵬,武双山,1
若の里,武双山,1
闘牙,武双山,0
北勝力,武双山,0
栃乃洋,武双山,1
高見盛,武双山,1
玉乃島,武双山,0
魁皇,武双山,0
や,武双山,-1
や,武双山,-1
や,武双山,-1
や,武双山,-1
や,武双山,-1
や,武双山,-1
旭鷲山,土佐ノ海,0
魁皇,土佐ノ海,0
闘牙,土佐ノ海,1
旭天鵬,土佐ノ海,0
千代大海,土佐ノ海,1
時津海,土佐ノ海,0
栃乃洋,土佐ノ海,0
栃東,土佐ノ海,0
北勝力,土佐ノ海,0
若の里,土佐ノ海,0
高見盛,土佐ノ海,1
朝青龍,土佐ノ海,0
岩木山,土佐ノ海,0
春日錦,土佐ノ海,1
玉乃島,土佐ノ海,0
高見盛,玉乃島,0
千代大海,玉乃島,0
栃乃洋,玉乃島,0
岩木山,玉乃島,0
旭天鵬,玉乃島,1
若の里,玉乃島,0
朝青龍,玉乃島,0
武双山,玉乃島,1
闘牙,玉乃島,1
北勝力,玉乃島,1
魁皇,玉乃島,0
栃東,玉乃島,0
旭鷲山,玉乃島,0
時津海,玉乃島,0
土佐ノ海,玉乃島,1
朝青龍,栃乃洋,0
北勝力,栃乃洋,1
玉乃島,栃乃洋,1
栃東,栃乃洋,0
旭鷲山,栃乃洋,0
武双山,栃乃洋,0
土佐ノ海,栃乃洋,1
岩木山,栃乃洋,0
旭天鵬,栃乃洋,0
魁皇,栃乃洋,0
千代大海,栃乃洋,1
高見盛,栃乃洋,1
時津海,栃乃洋,0
若の里,栃乃洋,0
闘牙,栃乃洋,1
栃東,若の里,1
闘牙,若の里,1
武双山,若の里,0
朝青龍,若の里,0
魁皇,若の里,1
玉乃島,若の里,1
北勝力,若の里,1
高見盛,若の里,0
千代大海,若の里,0
土佐ノ海,若の里,1
岩木山,若の里,1
旭鷲山,若の里,0
琴光喜,若の里,0
栃乃洋,若の里,1
垣添,若の里,1
千代大海,闘牙,0
若の里,闘牙,0
土佐ノ海,闘牙,0
武双山,闘牙,1
栃東,闘牙,0
や,闘牙,-1
や,闘牙,-1
や,闘牙,-1
玉乃島,闘牙,0
岩木山,闘牙,0
豪風,闘牙,0
時津海,闘牙,0
北勝力,闘牙,0
金開山,闘牙,0
栃乃洋,闘牙,0
魁皇,北勝力,0
栃乃洋,北勝力,0
朝青龍,北勝力,0
千代大海,北勝力,0
武双山,北勝力,1
栃東,北勝力,0
若の里,北勝力,0
豪風,北勝力,1
土佐ノ海,北勝力,1
玉乃島,北勝力,0
旭天鵬,北勝力,1
岩木山,北勝力,0
闘牙,北勝力,1
高見盛,北勝力,0
時津海,北勝力,0
武双山,岩木山,0
旭鷲山,岩木山,0
魁皇,岩木山,0
玉乃島,岩木山,1
朝青龍,岩木山,0
千代大海,岩木山,0
栃東,岩木山,0
栃乃洋,岩木山,1
春日錦,岩木山,0
闘牙,岩木山,1
若の里,岩木山,0
北勝力,岩木山,1
土佐ノ海,岩木山,1
旭天鵬,岩木山,0
高見盛,岩木山,1
土佐ノ海,旭鷲山,1
岩木山,旭鷲山,1
栃東,旭鷲山,0
魁皇,旭鷲山,1
栃乃洋,旭鷲山,1
豪風,旭鷲山,0
琴光喜,旭鷲山,0
朝青龍,旭鷲山,0
垣添,旭鷲山,0
千代大海,旭鷲山,0
時津海,旭鷲山,1
若の里,旭鷲山,1
玉乃島,旭鷲山,1
十文字,旭鷲山,1
出島,旭鷲山,0
玉乃島,高見盛,1
朝青龍,高見盛,0
千代大海,高見盛,0
時津海,高見盛,0
春日錦,高見盛,0
魁皇,高見盛,0
武双山,高見盛,0
若の里,高見盛,1
栃東,高見盛,1
豪風,高見盛,0
土佐ノ海,高見盛,0
栃乃洋,高見盛,0
金開山,高見盛,0
北勝力,高見盛,1
岩木山,高見盛,0
時津海,旭天鵬,1
武双山,旭天鵬,0
垣添,旭天鵬,0
土佐ノ海,旭天鵬,1
玉乃島,旭天鵬,0
朝青龍,旭天鵬,0
魁皇,旭天鵬,0
千代大海,旭天鵬,0
栃乃洋,旭天鵬,1
栃東,旭天鵬,1
北勝力,旭天鵬,0
豪風,旭天鵬,1
春日錦,旭天鵬,1
岩木山,旭天鵬,1
よう司,旭天鵬,1
旭天鵬,時津海,0
栃東,時津海,0
出島,時津海,0
高見盛,時津海,1
安美錦,時津海,1
土佐ノ海,時津海,1
千代大海,時津海,0
魁皇,時津海,0
朝青龍,時津海,0
十文字,時津海,0
旭鷲山,時津海,0
闘牙,時津海,1
栃乃洋,時津海,1
玉乃島,時津海,1
北勝力,時津海,1
垣添,琴光喜,1
雅山,琴光喜,1
霜鳥,琴光喜,1
春日錦,琴光喜,1
金開山,琴光喜,1
出島,琴光喜,0
旭鷲山,琴光喜,1
安美錦,琴光喜,1
豪風,琴光喜,1
朝青龍,琴光喜,0
栃東,琴光喜,1
千代大海,琴光喜,1
若の里,琴光喜,1
黒海,琴光喜,1
武雄山,琴光喜,1
琴光喜,垣添,0
琴龍,垣添,1
旭天鵬,垣添,1
豪風,垣添,1
霜鳥,垣添,1
十文字,垣添,1
春日錦,垣添,1
金開山,垣添,1
旭鷲山,垣添,1
安美錦,垣添,0
朝青龍,垣添,0
魁皇,垣添,1
黒海,垣添,1
栃栄,垣添,1
若の里,垣添,0
出島,春日錦,1
霜鳥,春日錦,0
雅山,春日錦,0
琴光喜,春日錦,0
高見盛,春日錦,1
安美錦,春日錦,0
垣添,春日錦,0
十文字,春日錦,0
岩木山,春日錦,1
金開山,春日錦,0
黒海,春日錦,0
貴ノ浪,春日錦,1
旭天鵬,春日錦,0
土佐ノ海,春日錦,0
や,春日錦,-1
春日錦,出島,0
栃栄,出島,0
時津海,出島,1
十文字,出島,1
琴龍,出島,1
琴光喜,出島,1
安美錦,出島,0
黒海,出島,1
霜鳥,出島,0
貴ノ浪,出島,1
朝赤龍,出島,1
金開山,出島,1
朝乃若,出島,1
海鵬,出島,0
旭鷲山,出島,1
霜鳥,豪風,0
金開山,豪風,0
琴龍,豪風,0
垣添,豪風,0
雅山,豪風,0
旭鷲山,豪風,1
栃栄,豪風,0
北勝力,豪風,0
琴光喜,豪風,0
高見盛,豪風,1
闘牙,豪風,1
旭天鵬,豪風,0
北桜,豪風,0
若兎馬,豪風,1
玉春日,豪風,0
豪風,霜鳥,1
春日錦,霜鳥,1
琴光喜,霜鳥,0
栃栄,霜鳥,1
垣添,霜鳥,0
貴ノ浪,霜鳥,1
十文字,霜鳥,1
琴龍,霜鳥,1
出島,霜鳥,1
武雄山,霜鳥,0
雅山,霜鳥,1
安美錦,霜鳥,1
よう司,霜鳥,1
追風海,霜鳥,0
黒海,霜鳥,1
安美錦,雅山,0
琴光喜,雅山,0
春日錦,雅山,1
琴龍,雅山,0
豪風,雅山,1
黒海,雅山,1
金開山,雅山,1
貴ノ浪,雅山,1
よう司,雅山,1
朝赤龍,雅山,1
霜鳥,雅山,0
北桜,雅山,1
栃栄,雅山,1
朝乃若,雅山,1
潮丸,雅山,1
雅山,安美錦,1
貴ノ浪,安美錦,0
黒海,安美錦,1
金開山,安美錦,1
時津海,安美錦,0
春日錦,安美錦,1
出島,安美錦,1
琴光喜,安美錦,0
琴龍,安美錦,1
垣添,安美錦,1
武雄山,安美錦,1
霜鳥,安美錦,0
海鵬,安美錦,1
潮丸,安美錦,0
朝乃若,安美錦,0
琴龍,十文字,1
黒海,十文字,0
よう司,十文字,1
出島,十文字,0
栃栄,十文字,1
垣添,十文字,0
霜鳥,十文字,0
春日錦,十文字,1
朝赤龍,十文字,0
時津海,十文字,1
玉春日,十文字,1
追風海,十文字,1
武雄山,十文字,0
旭鷲山,十文字,0
隆乃若,十文字,1
十文字,琴龍,0
垣添,琴龍,0
豪風,琴龍,1
雅山,琴龍,1
出島,琴龍,0
朝赤龍,琴龍,1
若兎馬,琴龍,1
霜鳥,琴龍,0
安美錦,琴龍,0
玉春日,琴龍,1
朝乃若,琴龍,0
隆乃若,琴龍,1
追風海,琴龍,1
武雄山,琴龍,0
栃栄,琴龍,0
貴ノ浪,金開山,0
豪風,金開山,1
朝赤龍,金開山,0
安美錦,金開山,0
琴光喜,金開山,0
若兎馬,金開山,1
雅山,金開山,0
垣添,金開山,0
北桜,金開山,1
春日錦,金開山,1
潮丸,金開山,1
出島,金開山,0
高見盛,金開山,1
