vs,rikishi,win
玉乃島,朝青龍,1
黒海,朝青龍,0
雅山,朝青龍,1
豪風,朝青龍,1
露鵬,朝青龍,1
旭天鵬,朝青龍,1
時天空,朝青龍,1
栃乃花,朝青龍,1
白露山,朝青龍,1
琴光喜,朝青龍,1
岩木山,朝青龍,1
白鵬,朝青龍,0
安馬,朝青龍,0
琴欧州,朝青龍,1
栃東,朝青龍,0
旭天鵬,千代大海,1
栃乃花,千代大海,1
豪風,千代大海,0
白露山,千代大海,1
時天空,千代大海,1
玉乃島,千代大海,0
雅山,千代大海,0
露鵬,千代大海,0
や,千代大海,-1.0
や,千代大海,-1.0
や,千代大海,-1.0
や,千代大海,-1.0
や,千代大海,-1.0
や,千代大海,-1.0
や,千代大海,-1.0
雅山,魁皇,0
旭天鵬,魁皇,1
栃乃花,魁皇,0
黒海,魁皇,0
玉乃島,魁皇,1
時天空,魁皇,1
露鵬,魁皇,0
豪風,魁皇,0
白鵬,魁皇,0
や,魁皇,-1.0
や,魁皇,-1.0
や,魁皇,-1.0
や,魁皇,-1.0
や,魁皇,-1.0
や,魁皇,-1.0
時天空,栃東,1
玉乃島,栃東,1
白露山,栃東,1
露鵬,栃東,1
旭天鵬,栃東,1
栃乃花,栃東,1
豪風,栃東,1
白鵬,栃東,1
雅山,栃東,0
岩木山,栃東,1
黒海,栃東,1
安馬,栃東,1
琴欧州,栃東,1
北勝力,栃東,1
朝青龍,栃東,1
露鵬,琴欧州,0
豪風,琴欧州,1
玉乃島,琴欧州,1
栃乃花,琴欧州,1
黒海,琴欧州,0
雅山,琴欧州,1
旭天鵬,琴欧州,1
時天空,琴欧州,1
朝赤龍,琴欧州,1
春日錦,琴欧州,1
白露山,琴欧州,1
岩木山,琴欧州,1
栃東,琴欧州,0
朝青龍,琴欧州,0
白鵬,琴欧州,0
黒海,琴光喜,1
白露山,琴光喜,1
露鵬,琴光喜,0
旭天鵬,琴光喜,1
雅山,琴光喜,0
豪風,琴光喜,1
玉乃島,琴光喜,1
朝赤龍,琴光喜,1
時天空,琴光喜,1
朝青龍,琴光喜,0
白鵬,琴光喜,0
垣添,琴光喜,1
岩木山,琴光喜,0
安馬,琴光喜,0
時津海,琴光喜,0
