vs,rikishi,win
稀勢の里,朝青龍,0
把瑠都,朝青龍,1
黒海,朝青龍,1
若ノ鵬,朝青龍,1
雅山,朝青龍,1
旭天鵬,朝青龍,1
鶴竜,朝青龍,1
時天空,朝青龍,1
安馬,朝青龍,1
琴奨菊,朝青龍,1
琴欧洲,朝青龍,0
千代大海,朝青龍,0
魁皇,朝青龍,0
琴光喜,朝青龍,1
白鵬,朝青龍,1
朝赤龍,白鵬,1
黒海,白鵬,1
把瑠都,白鵬,1
旭天鵬,白鵬,1
琴奨菊,白鵬,1
若ノ鵬,白鵬,1
雅山,白鵬,1
稀勢の里,白鵬,1
鶴竜,白鵬,1
安馬,白鵬,0
千代大海,白鵬,1
琴欧洲,白鵬,0
琴光喜,白鵬,0
魁皇,白鵬,1
朝青龍,白鵬,0
黒海,琴光喜,1
若ノ鵬,琴光喜,1
旭天鵬,琴光喜,0
把瑠都,琴光喜,1
稀勢の里,琴光喜,0
雅山,琴光喜,1
時天空,琴光喜,0
朝赤龍,琴光喜,1
安美錦,琴光喜,0
千代大海,琴光喜,1
鶴竜,琴光喜,0
安馬,琴光喜,0
白鵬,琴光喜,1
朝青龍,琴光喜,0
魁皇,琴光喜,1
把瑠都,魁皇,1
朝赤龍,魁皇,0
稀勢の里,魁皇,0
雅山,魁皇,0
黒海,魁皇,1
琴奨菊,魁皇,1
安馬,魁皇,1
琴欧洲,魁皇,0
千代大海,魁皇,1
旭天鵬,魁皇,0
若ノ鵬,魁皇,1
鶴竜,魁皇,1
朝青龍,魁皇,1
白鵬,魁皇,0
琴光喜,魁皇,0
旭天鵬,千代大海,1
稀勢の里,千代大海,1
若ノ鵬,千代大海,0
朝赤龍,千代大海,0
把瑠都,千代大海,1
安馬,千代大海,0
琴奨菊,千代大海,0
黒海,千代大海,0
魁皇,千代大海,0
琴光喜,千代大海,0
白鵬,千代大海,0
朝青龍,千代大海,1
雅山,千代大海,1
鶴竜,千代大海,0
琴欧洲,千代大海,0
若ノ鵬,琴欧洲,1
旭天鵬,琴欧洲,1
雅山,琴欧洲,1
黒海,琴欧洲,1
朝赤龍,琴欧洲,1
把瑠都,琴欧洲,1
稀勢の里,琴欧洲,1
魁皇,琴欧洲,1
時天空,琴欧洲,1
鶴竜,琴欧洲,1
朝青龍,琴欧洲,1
白鵬,琴欧洲,1
安美錦,琴欧洲,0
安馬,琴欧洲,1
千代大海,琴欧洲,1
雅山,安馬,1
鶴竜,安馬,1
朝赤龍,安馬,0
稀勢の里,安馬,0
旭天鵬,安馬,1
千代大海,安馬,1
魁皇,安馬,0
若ノ鵬,安馬,1
朝青龍,安馬,0
白鵬,安馬,1
黒海,安馬,1
琴光喜,安馬,1
琴奨菊,安馬,1
琴欧洲,安馬,0
豊ノ島,安馬,0
鶴竜,琴奨菊,1
雅山,琴奨菊,1
時天空,琴奨菊,0
安美錦,琴奨菊,1
白鵬,琴奨菊,0
魁皇,琴奨菊,0
千代大海,琴奨菊,1
把瑠都,琴奨菊,1
朝赤龍,琴奨菊,1
朝青龍,琴奨菊,0
稀勢の里,琴奨菊,0
黒海,琴奨菊,1
安馬,琴奨菊,0
若ノ鵬,琴奨菊,0
普天王,琴奨菊,1
朝青龍,稀勢の里,1
千代大海,稀勢の里,0
魁皇,稀勢の里,1
安馬,稀勢の里,1
琴光喜,稀勢の里,1
朝赤龍,稀勢の里,1
琴欧洲,稀勢の里,0
白鵬,稀勢の里,0
黒海,稀勢の里,1
把瑠都,稀勢の里,0
琴奨菊,稀勢の里,1
若ノ鵬,稀勢の里,0
鶴竜,稀勢の里,1
安美錦,稀勢の里,1
雅山,稀勢の里,1
白鵬,朝赤龍,0
魁皇,朝赤龍,1
安馬,朝赤龍,1
千代大海,朝赤龍,1
琴欧洲,朝赤龍,0
稀勢の里,朝赤龍,0
黒海,朝赤龍,1
琴光喜,朝赤龍,0
琴奨菊,朝赤龍,0
若ノ鵬,朝赤龍,1
把瑠都,朝赤龍,0
旭天鵬,朝赤龍,0
時天空,朝赤龍,1
雅山,朝赤龍,0
安美錦,朝赤龍,0
琴光喜,黒海,0
白鵬,黒海,0
朝青龍,黒海,0
琴欧洲,黒海,0
魁皇,黒海,0
鶴竜,黒海,0
朝赤龍,黒海,0
千代大海,黒海,1
稀勢の里,黒海,0
雅山,黒海,1
安馬,黒海,0
琴奨菊,黒海,0
把瑠都,黒海,1
旭天鵬,黒海,0
時天空,黒海,0
魁皇,把瑠都,0
朝青龍,把瑠都,0
白鵬,把瑠都,0
琴光喜,把瑠都,0
千代大海,把瑠都,0
琴欧洲,把瑠都,0
旭天鵬,把瑠都,1
琴奨菊,把瑠都,0
若ノ鵬,把瑠都,0
稀勢の里,把瑠都,1
朝赤龍,把瑠都,1
雅山,把瑠都,0
黒海,把瑠都,0
栃煌山,把瑠都,1
鶴竜,把瑠都,1
千代大海,旭天鵬,0
琴欧洲,旭天鵬,0
琴光喜,旭天鵬,1
白鵬,旭天鵬,0
安馬,旭天鵬,0
朝青龍,旭天鵬,0
把瑠都,旭天鵬,0
鶴竜,旭天鵬,0
雅山,旭天鵬,0
魁皇,旭天鵬,1
栃煌山,旭天鵬,0
朝赤龍,旭天鵬,1
若ノ鵬,旭天鵬,0
黒海,旭天鵬,1
玉春日,旭天鵬,0
琴欧洲,若ノ鵬,0
琴光喜,若ノ鵬,0
千代大海,若ノ鵬,1
朝青龍,若ノ鵬,0
鶴竜,若ノ鵬,1
