vs,rikishi,win
安美錦,白鵬,1
鶴竜,白鵬,1
若の里,白鵬,1
旭天鵬,白鵬,1
稀勢の里,白鵬,1
阿覧,白鵬,1
琴奨菊,白鵬,1
玉鷲,白鵬,1
豊ノ島,白鵬,1
土佐豊,白鵬,1
把瑠都,白鵬,1
琴光喜,白鵬,1
魁皇,白鵬,1
琴欧洲,白鵬,1
日馬富士,白鵬,1
稀勢の里,日馬富士,1
若の里,日馬富士,1
鶴竜,日馬富士,1
阿覧,日馬富士,1
旭天鵬,日馬富士,1
玉鷲,日馬富士,1
豊ノ島,日馬富士,1
琴奨菊,日馬富士,0
土佐豊,日馬富士,1
豊響,日馬富士,1
琴光喜,日馬富士,0
把瑠都,日馬富士,0
琴欧洲,日馬富士,1
魁皇,日馬富士,0
白鵬,日馬富士,0
鶴竜,琴欧洲,1
安美錦,琴欧洲,0
旭天鵬,琴欧洲,1
若の里,琴欧洲,1
阿覧,琴欧洲,1
豪栄道,琴欧洲,1
稀勢の里,琴欧洲,1
土佐豊,琴欧洲,0
玉鷲,琴欧洲,1
把瑠都,琴欧洲,0
豊真将,琴欧洲,1
豊ノ島,琴欧洲,1
日馬富士,琴欧洲,0
白鵬,琴欧洲,0
魁皇,琴欧洲,1
若の里,魁皇,1
旭天鵬,魁皇,1
豊ノ島,魁皇,0
鶴竜,魁皇,0
安美錦,魁皇,1
琴奨菊,魁皇,1
阿覧,魁皇,1
稀勢の里,魁皇,0
把瑠都,魁皇,0
琴光喜,魁皇,0
玉鷲,魁皇,1
栃ノ心,魁皇,1
白鵬,魁皇,0
日馬富士,魁皇,1
琴欧洲,魁皇,0
旭天鵬,琴光喜,1
稀勢の里,琴光喜,0
阿覧,琴光喜,1
豪栄道,琴光喜,0
鶴竜,琴光喜,1
若の里,琴光喜,1
玉鷲,琴光喜,1
安美錦,琴光喜,0
豊響,琴光喜,1
魁皇,琴光喜,1
日馬富士,琴光喜,1
白鵬,琴光喜,0
栃煌山,琴光喜,0
豊ノ島,琴光喜,1
把瑠都,琴光喜,0
阿覧,把瑠都,1
豪栄道,把瑠都,1
稀勢の里,把瑠都,1
安美錦,把瑠都,1
若の里,把瑠都,1
豊ノ島,把瑠都,1
鶴竜,把瑠都,1
旭天鵬,把瑠都,1
魁皇,把瑠都,1
琴欧洲,把瑠都,1
白鵬,把瑠都,0
日馬富士,把瑠都,1
雅山,把瑠都,1
琴奨菊,把瑠都,1
琴光喜,把瑠都,1
豪栄道,豊ノ島,1
阿覧,豊ノ島,1
魁皇,豊ノ島,1
稀勢の里,豊ノ島,0
琴奨菊,豊ノ島,0
把瑠都,豊ノ島,0
日馬富士,豊ノ島,0
鶴竜,豊ノ島,1
白鵬,豊ノ島,0
若の里,豊ノ島,0
旭天鵬,豊ノ島,1
琴欧洲,豊ノ島,0
安美錦,豊ノ島,0
琴光喜,豊ノ島,0
玉鷲,豊ノ島,1
日馬富士,稀勢の里,0
琴光喜,稀勢の里,1
把瑠都,稀勢の里,0
豊ノ島,稀勢の里,1
白鵬,稀勢の里,0
安美錦,稀勢の里,0
琴欧洲,稀勢の里,0
魁皇,稀勢の里,1
鶴竜,稀勢の里,1
旭天鵬,稀勢の里,1
阿覧,稀勢の里,1
琴奨菊,稀勢の里,0
豊真将,稀勢の里,1
栃煌山,稀勢の里,1
雅山,稀勢の里,1
白鵬,安美錦,0
琴欧洲,安美錦,1
豪栄道,安美錦,0
把瑠都,安美錦,0
魁皇,安美錦,0
稀勢の里,安美錦,1
若の里,安美錦,1
琴光喜,安美錦,1
旭天鵬,安美錦,1
鶴竜,安美錦,1
琴奨菊,安美錦,0
栃煌山,安美錦,0
豊ノ島,安美錦,1
豊真将,安美錦,1
栃ノ心,安美錦,0
琴欧洲,鶴竜,0
白鵬,鶴竜,0
日馬富士,鶴竜,0
魁皇,鶴竜,1
琴光喜,鶴竜,0
旭天鵬,鶴竜,1
把瑠都,鶴竜,0
豊ノ島,鶴竜,0
稀勢の里,鶴竜,0
安美錦,鶴竜,0
若の里,鶴竜,1
玉鷲,鶴竜,0
阿覧,鶴竜,1
土佐豊,鶴竜,1
豊響,鶴竜,1
魁皇,若の里,0
日馬富士,若の里,0
白鵬,若の里,0
琴欧洲,若の里,0
把瑠都,若の里,0
琴光喜,若の里,0
安美錦,若の里,0
阿覧,若の里,1
豪風,若の里,1
豊ノ島,若の里,1
鶴竜,若の里,0
旭天鵬,若の里,1
土佐豊,若の里,1
玉鷲,若の里,0
嘉風,若の里,1
琴光喜,旭天鵬,0
魁皇,旭天鵬,0
琴欧洲,旭天鵬,0
白鵬,旭天鵬,0
日馬富士,旭天鵬,0
鶴竜,旭天鵬,0
豊響,旭天鵬,1
把瑠都,旭天鵬,0
安美錦,旭天鵬,0
稀勢の里,旭天鵬,0
豊ノ島,旭天鵬,0
若の里,旭天鵬,0
玉鷲,旭天鵬,1
阿覧,旭天鵬,1
豪風,旭天鵬,0
把瑠都,阿覧,0
豊ノ島,阿覧,0
琴光喜,阿覧,0
日馬富士,阿覧,0
琴欧洲,阿覧,0
白鵬,阿覧,0
魁皇,阿覧,0
若の里,阿覧,0
岩木山,阿覧,0
玉鷲,阿覧,1
稀勢の里,阿覧,0
土佐豊,阿覧,0
鶴竜,阿覧,0
旭天鵬,阿覧,0
霜鳳,阿覧,0
豊ノ島,豪栄道,0
把瑠都,豪栄道,0
安美錦,豪栄道,1
琴光喜,豪栄道,1
豊真将,豪栄道,0
琴欧洲,豪栄道,0
や,豪栄道,-1
や,豪栄道,-1
や,豪栄道,-1
や,豪栄道,-1
や,豪栄道,-1
や,豪栄道,-1
や,豪栄道,-1
や,豪栄道,-1
や,豪栄道,-1
玉鷲,琴奨菊,1
土佐豊,琴奨菊,1
豊響,琴奨菊,1
豊真将,琴奨菊,1
豊ノ島,琴奨菊,1
魁皇,琴奨菊,0
白鵬,琴奨菊,0
日馬富士,琴奨菊,1
栃ノ心,琴奨菊,1
栃煌山,琴奨菊,0
安美錦,琴奨菊,1
稀勢の里,琴奨菊,1
時天空,琴奨菊,0
把瑠都,琴奨菊,0
朝赤龍,琴奨菊,1
琴奨菊,玉鷲,0
豊響,玉鷲,1
栃ノ心,玉鷲,0
土佐豊,玉鷲,1
栃煌山,玉鷲,1
日馬富士,玉鷲,0
琴光喜,玉鷲,0
白鵬,玉鷲,0
琴欧洲,玉鷲,0
阿覧,玉鷲,0
魁皇,玉鷲,0
鶴竜,玉鷲,1
旭天鵬,玉鷲,0
若の里,玉鷲,1
豊ノ島,玉鷲,0
豊響,土佐豊,0
琴奨菊,土佐豊,0
栃煌山,土佐豊,0
玉鷲,土佐豊,0
栃ノ心,土佐豊,0
垣添,土佐豊,0
豊真将,土佐豊,0
琴欧洲,土佐豊,1
日馬富士,土佐豊,0
白鵬,土佐豊,0
豪風,土佐豊,1
阿覧,土佐豊,1
若の里,土佐豊,0
鶴竜,土佐豊,0
白馬,土佐豊,0
土佐豊,豊響,1
玉鷲,豊響,0
琴奨菊,豊響,0
栃煌山,豊響,0
雅山,豊響,0
栃ノ心,豊響,0
旭天鵬,豊響,0
嘉風,豊響,0
琴光喜,豊響,0
日馬富士,豊響,0
霜鳳,豊響,0
豪風,豊響,1
垣添,豊響,1
武州山,豊響,1
鶴竜,豊響,0
栃煌山,豊真将,0
栃ノ心,豊真将,1
雅山,豊真将,1
琴奨菊,豊真将,0
豪栄道,豊真将,1
岩木山,豊真将,1
土佐豊,豊真将,1
豪風,豊真将,1
垣添,豊真将,1
朝赤龍,豊真将,0
琴欧洲,豊真将,0
時天空,豊真将,1
稀勢の里,豊真将,0
安美錦,豊真将,0
高見盛,豊真将,1
豊真将,栃煌山,1
雅山,栃煌山,0
土佐豊,栃煌山,1
豊響,栃煌山,1
玉鷲,栃煌山,0
霜鳳,栃煌山,1
岩木山,栃煌山,1
北太樹,栃煌山,0
朝赤龍,栃煌山,1
琴奨菊,栃煌山,1
高見盛,栃煌山,1
安美錦,栃煌山,1
琴光喜,栃煌山,1
稀勢の里,栃煌山,0
時天空,栃煌山,1
雅山,栃ノ心,1
豊真将,栃ノ心,0
玉鷲,栃ノ心,1
垣添,栃ノ心,0
土佐豊,栃ノ心,1
豊響,栃ノ心,1
豪風,栃ノ心,1
白馬,栃ノ心,1
琴奨菊,栃ノ心,0
時天空,栃ノ心,1
朝赤龍,栃ノ心,0
魁皇,栃ノ心,0
岩木山,栃ノ心,1
北太樹,栃ノ心,0
安美錦,栃ノ心,1
栃ノ心,雅山,0
栃煌山,雅山,1
豊真将,雅山,0
岩木山,雅山,1
豊響,雅山,1
北勝力,雅山,1
嘉風,雅山,1
霜鳳,雅山,1
時天空,雅山,1
高見盛,雅山,1
黒海,雅山,1
猛虎浪,雅山,1
把瑠都,雅山,0
朝赤龍,雅山,0
稀勢の里,雅山,0
岩木山,垣添,0
豪風,垣添,1
白馬,垣添,0
栃ノ心,垣添,1
嘉風,垣添,1
土佐豊,垣添,1
北太樹,垣添,1
時天空,垣添,0
豊真将,垣添,0
隠岐の海,垣添,0
徳瀬川,垣添,0
北勝力,垣添,1
豊響,垣添,0
高見盛,垣添,0
春日王,垣添,1
垣添,岩木山,1
白馬,岩木山,1
霜鳳,岩木山,1
雅山,岩木山,0
北太樹,岩木山,0
豊真将,岩木山,0
栃煌山,岩木山,0
黒海,岩木山,1
阿覧,岩木山,1
磋牙司,岩木山,1
武州山,岩木山,1
朝赤龍,岩木山,0
栃ノ心,岩木山,0
時天空,岩木山,1
猛虎浪,岩木山,0
白馬,豪風,1
垣添,豪風,0
北太樹,豪風,0
霜鳳,豪風,0
北勝力,豪風,0
隠岐の海,豪風,1
栃ノ心,豪風,0
豊真将,豪風,0
若の里,豪風,0
玉乃島,豪風,0
土佐豊,豪風,0
豊響,豪風,0
高見盛,豪風,1
磋牙司,豪風,1
旭天鵬,豪風,1
豪風,白馬,0
岩木山,白馬,0
垣添,白馬,1
北太樹,白馬,0
霜鳳,白馬,1
黒海,白馬,0
北勝力,白馬,1
栃ノ心,白馬,0
高見盛,白馬,1
春日王,白馬,1
玉乃島,白馬,0
磋牙司,白馬,1
隠岐の海,白馬,0
徳瀬川,白馬,1
土佐豊,白馬,1
北太樹,嘉風,0
霜鳳,嘉風,0
朝赤龍,嘉風,0
北勝力,嘉風,0
垣添,嘉風,0
玉乃島,嘉風,1
雅山,嘉風,0
豊響,嘉風,1
磋牙司,嘉風,1
徳瀬川,嘉風,1
隠岐の海,嘉風,0
高見盛,嘉風,1
黒海,嘉風,0
猛虎浪,嘉風,0
若の里,嘉風,0
嘉風,北太樹,1
朝赤龍,北太樹,0
豪風,北太樹,1
白馬,北太樹,1
岩木山,北太樹,1
徳瀬川,北太樹,0
垣添,北太樹,0
栃煌山,北太樹,1
猛虎浪,北太樹,1
黒海,北太樹,1
時天空,北太樹,0
隠岐の海,北太樹,1
玉乃島,北太樹,0
栃ノ心,北太樹,1
磋牙司,北太樹,1
朝赤龍,霜鳳,0
嘉風,霜鳳,1
岩木山,霜鳳,0
豪風,霜鳳,1
白馬,霜鳳,0
栃煌山,霜鳳,0
徳瀬川,霜鳳,0
雅山,霜鳳,0
黒海,霜鳳,0
武州山,霜鳳,1
豊響,霜鳳,1
春日王,霜鳳,0
北勝力,霜鳳,0
隠岐の海,霜鳳,0
阿覧,霜鳳,1
霜鳳,朝赤龍,1
北太樹,朝赤龍,1
嘉風,朝赤龍,1
徳瀬川,朝赤龍,1
黒海,朝赤龍,0
春日王,朝赤龍,1
猛虎浪,朝赤龍,0
武州山,朝赤龍,1
栃煌山,朝赤龍,0
豊真将,朝赤龍,1
栃ノ心,朝赤龍,1
岩木山,朝赤龍,1
磋牙司,朝赤龍,0
雅山,朝赤龍,1
琴奨菊,朝赤龍,0
高見盛,北勝力,0
徳瀬川,北勝力,0
時天空,北勝力,0
嘉風,北勝力,1
豪風,北勝力,1
雅山,北勝力,0
白馬,北勝力,0
磋牙司,北勝力,0
武州山,北勝力,1
猛虎浪,北勝力,0
春日王,北勝力,0
垣添,北勝力,0
霜鳳,北勝力,1
玉乃島,北勝力,1
栃乃洋,北勝力,1
時天空,隠岐の海,0
高見盛,隠岐の海,0
玉乃島,隠岐の海,1
黒海,隠岐の海,1
磋牙司,隠岐の海,0
豪風,隠岐の海,0
武州山,隠岐の海,1
猛虎浪,隠岐の海,0
春日王,隠岐の海,0
垣添,隠岐の海,1
嘉風,隠岐の海,1
北太樹,隠岐の海,0
白馬,隠岐の海,1
霜鳳,隠岐の海,1
徳瀬川,隠岐の海,1
北勝力,高見盛,1
隠岐の海,高見盛,1
黒海,高見盛,0
玉乃島,高見盛,1
猛虎浪,高見盛,0
磋牙司,高見盛,1
春日王,高見盛,1
徳瀬川,高見盛,1
白馬,高見盛,0
雅山,高見盛,0
栃煌山,高見盛,0
嘉風,高見盛,0
豪風,高見盛,0
垣添,高見盛,1
豊真将,高見盛,0
隠岐の海,時天空,1
黒海,時天空,1
北勝力,時天空,1
春日王,時天空,1
武州山,時天空,1
猛虎浪,時天空,1
玉乃島,時天空,1
垣添,時天空,1
雅山,時天空,0
栃ノ心,時天空,0
北太樹,時天空,1
豊真将,時天空,0
琴奨菊,時天空,1
岩木山,時天空,0
栃煌山,時天空,0
黒海,徳瀬川,0
北勝力,徳瀬川,1
武州山,徳瀬川,1
朝赤龍,徳瀬川,0
春日王,徳瀬川,0
北太樹,徳瀬川,1
霜鳳,徳瀬川,1
高見盛,徳瀬川,0
玉乃島,徳瀬川,1
嘉風,徳瀬川,0
垣添,徳瀬川,1
栃乃洋,徳瀬川,1
猛虎浪,徳瀬川,1
白馬,徳瀬川,0
隠岐の海,徳瀬川,0
徳瀬川,黒海,1
時天空,黒海,0
高見盛,黒海,1
隠岐の海,黒海,0
朝赤龍,黒海,1
白馬,黒海,1
磋牙司,黒海,1
岩木山,黒海,0
霜鳳,黒海,1
北太樹,黒海,0
雅山,黒海,0
玉乃島,黒海,1
嘉風,黒海,1
春日王,黒海,1
武州山,黒海,1
