vs,rikishi,win
若の里,武蔵丸,0
玉乃島,武蔵丸,1
旭鷲山,武蔵丸,0
海鵬,武蔵丸,0
や,武蔵丸,-1
や,武蔵丸,-1
や,武蔵丸,-1
や,武蔵丸,-1
や,武蔵丸,-1
や,武蔵丸,-1
や,武蔵丸,-1
や,武蔵丸,-1
や,武蔵丸,-1
や,武蔵丸,-1
や,武蔵丸,-1
や,貴乃花,-1
や,貴乃花,-1
や,貴乃花,-1
や,貴乃花,-1
や,貴乃花,-1
や,貴乃花,-1
や,貴乃花,-1
や,貴乃花,-1
や,貴乃花,-1
や,貴乃花,-1
や,貴乃花,-1
や,貴乃花,-1
や,貴乃花,-1
や,貴乃花,-1
や,貴乃花,-1
旭天鵬,魁皇,1
若の里,魁皇,0
玉乃島,魁皇,1
貴ノ浪,魁皇,0
安芸乃島,魁皇,1
旭鷲山,魁皇,1
闘牙,魁皇,1
海鵬,魁皇,1
琴光喜,魁皇,0
千代天山,魁皇,1
出島,魁皇,1
朝青龍,魁皇,0
栃東,魁皇,1
千代大海,魁皇,0
武双山,魁皇,0
琴光喜,武双山,0
闘牙,武双山,0
安芸乃島,武双山,1
旭鷲山,武双山,1
旭天鵬,武双山,1
玉乃島,武双山,0
海鵬,武双山,1
貴ノ浪,武双山,1
千代天山,武双山,1
朝青龍,武双山,1
若の里,武双山,1
栃乃洋,武双山,1
千代大海,武双山,0
栃東,武双山,0
魁皇,武双山,1
旭鷲山,千代大海,1
朝青龍,千代大海,1
若の里,千代大海,1
安芸乃島,千代大海,1
玉乃島,千代大海,1
闘牙,千代大海,1
旭天鵬,千代大海,1
出島,千代大海,1
貴ノ浪,千代大海,1
海鵬,千代大海,0
琴光喜,千代大海,1
土佐ノ海,千代大海,1
武双山,千代大海,1
魁皇,千代大海,1
栃東,千代大海,0
安芸乃島,栃東,1
海鵬,栃東,1
旭天鵬,栃東,1
朝青龍,栃東,1
旭鷲山,栃東,1
貴ノ浪,栃東,1
玉乃島,栃東,1
若の里,栃東,1
闘牙,栃東,1
出島,栃東,1
琴ノ若,栃東,1
琴光喜,栃東,0
魁皇,栃東,0
武双山,栃東,1
千代大海,栃東,1
武双山,琴光喜,1
安芸乃島,琴光喜,1
闘牙,琴光喜,1
旭天鵬,琴光喜,1
貴ノ浪,琴光喜,1
若の里,琴光喜,1
旭鷲山,琴光喜,1
千代天山,琴光喜,1
魁皇,琴光喜,1
栃乃洋,琴光喜,0
千代大海,琴光喜,0
栃東,琴光喜,1
土佐ノ海,琴光喜,1
武雄山,琴光喜,0
朝青龍,琴光喜,1
玉乃島,朝青龍,1
千代大海,朝青龍,0
海鵬,朝青龍,1
栃東,朝青龍,0
闘牙,朝青龍,1
安芸乃島,朝青龍,0
貴ノ浪,朝青龍,0
旭天鵬,朝青龍,1
若の里,朝青龍,1
武双山,朝青龍,0
旭鷲山,朝青龍,1
魁皇,朝青龍,1
栃乃洋,朝青龍,1
土佐ノ海,朝青龍,0
琴光喜,朝青龍,0
や,雅山,-1
や,雅山,-1
や,雅山,-1
や,雅山,-1
や,雅山,-1
や,雅山,-1
や,雅山,-1
や,雅山,-1
や,雅山,-1
や,雅山,-1
や,雅山,-1
や,雅山,-1
や,雅山,-1
や,雅山,-1
や,雅山,-1
武蔵丸,若の里,1
魁皇,若の里,1
千代大海,若の里,0
玉乃島,若の里,1
海鵬,若の里,1
琴光喜,若の里,0
安芸乃島,若の里,1
栃東,若の里,0
朝青龍,若の里,0
旭天鵬,若の里,1
武双山,若の里,0
旭鷲山,若の里,0
貴ノ浪,若の里,0
栃乃洋,若の里,1
琴ノ若,若の里,1
魁皇,旭天鵬,0
貴ノ浪,旭天鵬,0
栃東,旭天鵬,0
琴光喜,旭天鵬,0
武双山,旭天鵬,0
海鵬,旭天鵬,1
千代大海,旭天鵬,0
朝青龍,旭天鵬,0
安芸乃島,旭天鵬,1
若の里,旭天鵬,0
闘牙,旭天鵬,1
玉乃島,旭天鵬,1
出島,旭天鵬,1
琴ノ若,旭天鵬,0
隆乃若,旭天鵬,1
千代大海,旭鷲山,0
千代天山,旭鷲山,0
武蔵丸,旭鷲山,1
武双山,旭鷲山,0
栃東,旭鷲山,0
魁皇,旭鷲山,0
琴光喜,旭鷲山,0
闘牙,旭鷲山,1
玉乃島,旭鷲山,1
安芸乃島,旭鷲山,1
朝青龍,旭鷲山,0
若の里,旭鷲山,1
海鵬,旭鷲山,1
貴ノ浪,旭鷲山,0
出島,旭鷲山,0
栃東,安芸乃島,0
琴光喜,安芸乃島,0
武双山,安芸乃島,0
千代大海,安芸乃島,0
魁皇,安芸乃島,0
朝青龍,安芸乃島,1
若の里,安芸乃島,0
玉乃島,安芸乃島,1
旭天鵬,安芸乃島,0
旭鷲山,安芸乃島,0
海鵬,安芸乃島,1
闘牙,安芸乃島,0
光法,安芸乃島,1
出島,安芸乃島,1
大善,安芸乃島,1
朝青龍,玉乃島,0
武蔵丸,玉乃島,0
魁皇,玉乃島,0
若の里,玉乃島,0
千代大海,玉乃島,0
武双山,玉乃島,1
栃東,玉乃島,0
安芸乃島,玉乃島,0
旭鷲山,玉乃島,0
闘牙,玉乃島,0
貴ノ浪,玉乃島,1
旭天鵬,玉乃島,0
大碇,玉乃島,0
光法,玉乃島,1
朝乃若,玉乃島,0
海鵬,闘牙,0
武双山,闘牙,1
琴光喜,闘牙,0
千代天山,闘牙,1
朝青龍,闘牙,0
千代大海,闘牙,0
魁皇,闘牙,0
旭鷲山,闘牙,0
栃東,闘牙,0
玉乃島,闘牙,1
旭天鵬,闘牙,0
安芸乃島,闘牙,1
玉力道,闘牙,1
隆乃若,闘牙,1
安美錦,闘牙,0
闘牙,海鵬,1
栃東,海鵬,0
朝青龍,海鵬,0
武蔵丸,海鵬,1
若の里,海鵬,0
旭天鵬,海鵬,0
武双山,海鵬,0
魁皇,海鵬,0
出島,海鵬,0
千代大海,海鵬,1
安芸乃島,海鵬,0
皇司,海鵬,0
旭鷲山,海鵬,0
玉力道,海鵬,1
十文字,海鵬,1
千代天山,貴ノ浪,1
旭天鵬,貴ノ浪,1
隆乃若,貴ノ浪,1
魁皇,貴ノ浪,1
琴光喜,貴ノ浪,0
栃東,貴ノ浪,0
朝青龍,貴ノ浪,1
武双山,貴ノ浪,0
千代大海,貴ノ浪,0
土佐ノ海,貴ノ浪,0
玉乃島,貴ノ浪,0
琴ノ若,貴ノ浪,0
若の里,貴ノ浪,1
旭鷲山,貴ノ浪,1
玉春日,貴ノ浪,1
貴ノ浪,千代天山,0
旭鷲山,千代天山,1
琴ノ若,千代天山,1
闘牙,千代天山,0
出島,千代天山,1
栃乃洋,千代天山,0
皇司,千代天山,0
琴光喜,千代天山,0
武双山,千代天山,0
魁皇,千代天山,0
や,千代天山,-1
や,千代天山,-1
や,千代天山,-1
や,千代天山,-1
や,千代天山,-1
隆乃若,出島,0
栃乃洋,出島,1
土佐ノ海,出島,0
琴ノ若,出島,1
千代天山,出島,0
皇司,出島,1
玉春日,出島,0
千代大海,出島,0
海鵬,出島,1
栃東,出島,0
魁皇,出島,0
大善,出島,1
旭天鵬,出島,0
安芸乃島,出島,0
旭鷲山,出島,1
出島,隆乃若,1
皇司,隆乃若,1
貴ノ浪,隆乃若,0
栃乃洋,隆乃若,0
や,隆乃若,-1
や,隆乃若,-1
や,隆乃若,-1
や,隆乃若,-1
や,隆乃若,-1
や,隆乃若,-1
や,隆乃若,-1
や,隆乃若,-1
朝乃若,隆乃若,1
闘牙,隆乃若,0
旭天鵬,隆乃若,0
栃乃洋,琴ノ若,0
土佐ノ海,琴ノ若,0
千代天山,琴ノ若,0
出島,琴ノ若,0
大善,琴ノ若,0
光法,琴ノ若,1
玉力道,琴ノ若,1
皇司,琴ノ若,1
武雄山,琴ノ若,1
安美錦,琴ノ若,1
栃東,琴ノ若,0
