vs,rikishi,win
琴奨菊,白鵬,0
豊真将,白鵬,1
雅山,白鵬,1
稀勢の里,白鵬,1
出島,白鵬,1
鶴竜,白鵬,1
時天空,白鵬,1
安馬,白鵬,0
豊ノ島,白鵬,1
旭天鵬,白鵬,1
朝赤龍,白鵬,1
安美錦,白鵬,1
魁皇,白鵬,1
千代大海,白鵬,1
琴光喜,白鵬,0
や,朝青龍,-1.0
や,朝青龍,-1.0
や,朝青龍,-1.0
や,朝青龍,-1.0
や,朝青龍,-1.0
や,朝青龍,-1.0
や,朝青龍,-1.0
や,朝青龍,-1.0
や,朝青龍,-1.0
や,朝青龍,-1.0
や,朝青龍,-1.0
や,朝青龍,-1.0
や,朝青龍,-1.0
や,朝青龍,-1.0
や,朝青龍,-1.0
安馬,琴光喜,0
稀勢の里,琴光喜,1
出島,琴光喜,1
雅山,琴光喜,1
鶴竜,琴光喜,1
豊真将,琴光喜,1
旭天鵬,琴光喜,1
時天空,琴光喜,0
豪風,琴光喜,1
朝赤龍,琴光喜,1
豊ノ島,琴光喜,1
千代大海,琴光喜,0
安美錦,琴光喜,0
魁皇,琴光喜,0
白鵬,琴光喜,1
豊真将,千代大海,1
琴奨菊,千代大海,1
稀勢の里,千代大海,1
安馬,千代大海,1
雅山,千代大海,1
安美錦,千代大海,1
鶴竜,千代大海,1
出島,千代大海,0
朝赤龍,千代大海,1
時天空,千代大海,0
旭天鵬,千代大海,1
琴光喜,千代大海,1
把瑠都,千代大海,1
白鵬,千代大海,0
や,千代大海,-1.0
雅山,琴欧洲,1
安馬,琴欧洲,0
豊真将,琴欧洲,1
出島,琴欧洲,0
稀勢の里,琴欧洲,0
時天空,琴欧洲,0
安美錦,琴欧洲,0
や,琴欧洲,-1.0
や,琴欧洲,-1.0
や,琴欧洲,-1.0
や,琴欧洲,-1.0
や,琴欧洲,-1.0
や,琴欧洲,-1.0
や,琴欧洲,-1.0
や,琴欧洲,-1.0
稀勢の里,魁皇,0
雅山,魁皇,1
琴奨菊,魁皇,1
豊真将,魁皇,1
安馬,魁皇,0
出島,魁皇,0
朝赤龍,魁皇,1
鶴竜,魁皇,1
時天空,魁皇,0
豊ノ島,魁皇,0
安美錦,魁皇,1
旭天鵬,魁皇,1
白鵬,魁皇,0
琴光喜,魁皇,1
千代大海,魁皇,1
出島,安美錦,0
鶴竜,安美錦,1
時天空,安美錦,0
琴奨菊,安美錦,1
豊真将,安美錦,1
千代大海,安美錦,0
琴欧洲,安美錦,1
雅山,安美錦,0
稀勢の里,安美錦,0
