vs,rikishi,win
貴闘力,曙,1
和歌乃山,曙,1
栃東,曙,0
栃乃洋,曙,1
魁皇,曙,1
玉春日,曙,1
雅山,曙,1
小城錦,曙,1
土佐ノ海,曙,1
朝乃若,曙,1
琴竜,曙,1
貴ノ浪,曙,1
出島,曙,1
千代大海,曙,1
貴乃花,曙,0
栃乃洋,貴乃花,1
土佐ノ海,貴乃花,1
朝乃若,貴乃花,1
浜ノ嶋,貴乃花,1
小城錦,貴乃花,1
魁皇,貴乃花,0
大善,貴乃花,1
栃東,貴乃花,1
玉春日,貴乃花,1
和歌乃山,貴乃花,1
旭鷲山,貴乃花,1
雅山,貴乃花,1
千代大海,貴乃花,0
出島,貴乃花,1
曙,貴乃花,1
や,武蔵丸,-1.0
や,武蔵丸,-1.0
や,武蔵丸,-1.0
や,武蔵丸,-1.0
や,武蔵丸,-1.0
や,武蔵丸,-1.0
や,武蔵丸,-1.0
や,武蔵丸,-1.0
や,武蔵丸,-1.0
や,武蔵丸,-1.0
や,武蔵丸,-1.0
や,武蔵丸,-1.0
や,武蔵丸,-1.0
や,武蔵丸,-1.0
や,武蔵丸,-1.0
魁皇,出島,0
浜ノ嶋,出島,1
小城錦,出島,0
朝乃若,出島,1
貴闘力,出島,1
栃乃洋,出島,1
土佐ノ海,出島,0
玉春日,出島,1
栃東,出島,0
琴竜,出島,1
貴ノ浪,出島,1
海鵬,出島,1
曙,出島,0
貴乃花,出島,0
千代大海,出島,0
や,武双山,-1.0
や,武双山,-1.0
や,武双山,-1.0
や,武双山,-1.0
や,武双山,-1.0
や,武双山,-1.0
や,武双山,-1.0
や,武双山,-1.0
や,武双山,-1.0
や,武双山,-1.0
や,武双山,-1.0
や,武双山,-1.0
や,武双山,-1.0
や,武双山,-1.0
や,武双山,-1.0
朝乃若,千代大海,1
魁皇,千代大海,0
栃乃洋,千代大海,1
土佐ノ海,千代大海,1
和歌乃山,千代大海,1
栃東,千代大海,0
浜ノ嶋,千代大海,1
雅山,千代大海,1
貴闘力,千代大海,1
貴ノ浪,千代大海,1
小城錦,千代大海,1
栃乃花,千代大海,0
貴乃花,千代大海,1
曙,千代大海,0
出島,千代大海,1
和歌乃山,貴ノ浪,1
小城錦,貴ノ浪,1
土佐ノ海,貴ノ浪,1
大善,貴ノ浪,1
栃乃洋,貴ノ浪,0
旭鷲山,貴ノ浪,1
栃東,貴ノ浪,0
魁皇,貴ノ浪,0
朝乃若,貴ノ浪,1
千代大海,貴ノ浪,0
出島,貴ノ浪,0
曙,貴ノ浪,0
玉春日,貴ノ浪,0
栃乃花,貴ノ浪,0
雅山,貴ノ浪,0
浜ノ嶋,雅山,1
旭鷲山,雅山,1
大善,雅山,1
魁皇,雅山,0
玉春日,雅山,1
貴闘力,雅山,1
曙,雅山,0
千代大海,雅山,0
栃乃洋,雅山,1
土佐ノ海,雅山,1
朝乃若,雅山,1
貴乃花,雅山,0
栃東,雅山,1
安芸乃島,雅山,1
貴ノ浪,雅山,1
小城錦,栃東,0
大善,栃東,1
曙,栃東,1
和歌乃山,栃東,1
土佐ノ海,栃東,0
千代大海,栃東,1
貴ノ浪,栃東,1
貴乃花,栃東,0
出島,栃東,1
栃乃洋,栃東,1
貴闘力,栃東,1
琴竜,栃東,1
雅山,栃東,0
魁皇,栃東,0
安芸乃島,栃東,0
大善,土佐ノ海,1
貴乃花,土佐ノ海,0
貴ノ浪,土佐ノ海,0
千代大海,土佐ノ海,0
栃東,土佐ノ海,1
朝乃若,土佐ノ海,1
出島,土佐ノ海,1
琴竜,土佐ノ海,1
曙,土佐ノ海,0
雅山,土佐ノ海,0
栃乃洋,土佐ノ海,1
貴闘力,土佐ノ海,1
魁皇,土佐ノ海,0
小城錦,土佐ノ海,1
隆乃若,土佐ノ海,1
出島,魁皇,1
千代大海,魁皇,1
浜ノ嶋,魁皇,1
雅山,魁皇,1
曙,魁皇,0
貴乃花,魁皇,1
栃乃洋,魁皇,1
貴ノ浪,魁皇,1
琴竜,魁皇,1
貴闘力,魁皇,1
栃乃花,魁皇,1
小城錦,魁皇,1
土佐ノ海,魁皇,1
栃東,魁皇,1
玉春日,魁皇,1
曙,貴闘力,0
玉春日,貴闘力,0
和歌乃山,貴闘力,1
小城錦,貴闘力,1
出島,貴闘力,0
雅山,貴闘力,0
朝乃若,貴闘力,0
栃乃洋,貴闘力,0
千代大海,貴闘力,0
魁皇,貴闘力,0
栃東,貴闘力,0
土佐ノ海,貴闘力,0
浜ノ嶋,貴闘力,0
大善,貴闘力,0
旭鷲山,貴闘力,0
貴乃花,栃乃洋,0
琴竜,栃乃洋,1
千代大海,栃乃洋,0
曙,栃乃洋,0
貴ノ浪,栃乃洋,1
出島,栃乃洋,0
魁皇,栃乃洋,0
貴闘力,栃乃洋,1
雅山,栃乃洋,0
栃東,栃乃洋,0
土佐ノ海,栃乃洋,0
大善,栃乃洋,1
和歌乃山,栃乃洋,1
旭鷲山,栃乃洋,0
朝乃若,栃乃洋,0
千代大海,朝乃若,0
海鵬,朝乃若,1
貴乃花,朝乃若,0
出島,朝乃若,0
旭鷲山,朝乃若,0
土佐ノ海,朝乃若,0
貴闘力,朝乃若,1
和歌乃山,朝乃若,0
貴ノ浪,朝乃若,0
曙,朝乃若,0
雅山,朝乃若,0
浜ノ嶋,朝乃若,1
大善,朝乃若,1
千代天山,朝乃若,0
栃乃洋,朝乃若,1
貴ノ浪,和歌乃山,0
曙,和歌乃山,0
貴闘力,和歌乃山,0
栃東,和歌乃山,0
千代大海,和歌乃山,0
浜ノ嶋,和歌乃山,1
小城錦,和歌乃山,0
朝乃若,和歌乃山,1
大善,和歌乃山,1
貴乃花,和歌乃山,0
海鵬,和歌乃山,1
旭鷲山,和歌乃山,0
栃乃洋,和歌乃山,0
時津海,和歌乃山,1
旭天鵬,和歌乃山,0
雅山,浜ノ嶋,0
出島,浜ノ嶋,0
魁皇,浜ノ嶋,0
貴乃花,浜ノ嶋,0
大善,浜ノ嶋,1
和歌乃山,浜ノ嶋,0
千代大海,浜ノ嶋,0
旭鷲山,浜ノ嶋,1
海鵬,浜ノ嶋,0
小城錦,浜ノ嶋,0
玉春日,浜ノ嶋,0
朝乃若,浜ノ嶋,0
貴闘力,浜ノ嶋,1
朝乃翔,浜ノ嶋,0
寺尾,浜ノ嶋,0
栃東,小城錦,1
貴ノ浪,小城錦,0
出島,小城錦,1
貴闘力,小城錦,0
貴乃花,小城錦,0
琴竜,小城錦,0
和歌乃山,小城錦,1
曙,小城錦,0
安芸乃島,小城錦,1
浜ノ嶋,小城錦,1
千代大海,小城錦,0
魁皇,小城錦,0
海鵬,小城錦,0
土佐ノ海,小城錦,0
闘牙,小城錦,1
土佐ノ海,大善,0
栃東,大善,0
雅山,大善,0
貴ノ浪,大善,0
浜ノ嶋,大善,0
海鵬,大善,1
貴乃花,大善,0
千代天山,大善,0
和歌乃山,大善,0
旭鷲山,大善,1
金開山,大善,0
栃乃洋,大善,0
朝乃若,大善,0
貴闘力,大善,1
十文字,大善,0
玉春日,旭鷲山,0
雅山,旭鷲山,0
千代天山,旭鷲山,0
海鵬,旭鷲山,0
朝乃若,旭鷲山,1
貴ノ浪,旭鷲山,0
隆乃若,旭鷲山,0
浜ノ嶋,旭鷲山,0
金開山,旭鷲山,1
大善,旭鷲山,0
貴乃花,旭鷲山,0
和歌乃山,旭鷲山,1
朝乃翔,旭鷲山,0
栃乃洋,旭鷲山,1
貴闘力,旭鷲山,1
旭鷲山,玉春日,1
貴闘力,玉春日,1
安芸乃島,玉春日,1
琴竜,玉春日,0
雅山,玉春日,0
曙,玉春日,0
旭天鵬,玉春日,1
出島,玉春日,0
貴乃花,玉春日,0
隆乃若,玉春日,1
浜ノ嶋,玉春日,1
時津海,玉春日,1
貴ノ浪,玉春日,1
追風海,玉春日,1
魁皇,玉春日,0
琴竜,海鵬,0
朝乃若,海鵬,0
隆乃若,海鵬,0
旭鷲山,海鵬,1
安芸乃島,海鵬,0
大善,海鵬,0
千代天山,海鵬,1
時津海,海鵬,0
浜ノ嶋,海鵬,1
金開山,海鵬,1
和歌乃山,海鵬,0
出島,海鵬,0
小城錦,海鵬,1
十文字,海鵬,1
敷島,海鵬,1
海鵬,琴竜,1
栃乃洋,琴竜,0
時津海,琴竜,1
玉春日,琴竜,1
隆乃若,琴竜,1
小城錦,琴竜,1
敷島,琴竜,1
土佐ノ海,琴竜,0
魁皇,琴竜,0
出島,琴竜,0
曙,琴竜,0
栃東,琴竜,0
安芸乃島,琴竜,0
闘牙,琴竜,0
追風海,琴竜,1
千代天山,旭天鵬,1
敷島,旭天鵬,1
闘牙,旭天鵬,0
隆乃若,旭天鵬,0
時津海,旭天鵬,0
金開山,旭天鵬,1
玉春日,旭天鵬,0
安芸乃島,旭天鵬,0
肥後ノ海,旭天鵬,1
追風海,旭天鵬,0
蒼樹山,旭天鵬,0
十文字,旭天鵬,1
琴ノ若,旭天鵬,0
寺尾,旭天鵬,1
和歌乃山,旭天鵬,1
旭天鵬,千代天山,0
闘牙,千代天山,0
旭鷲山,千代天山,1
安芸乃島,千代天山,0
敷島,千代天山,0
時津海,千代天山,1
海鵬,千代天山,0
大善,千代天山,1
朝乃翔,千代天山,1
肥後ノ海,千代天山,0
隆乃若,千代天山,0
追風海,千代天山,0
蒼樹山,千代天山,1
朝乃若,千代天山,1
琴ノ若,千代天山,0
安芸乃島,隆乃若,0
追風海,隆乃若,0
海鵬,隆乃若,1
旭天鵬,隆乃若,1
琴竜,隆乃若,0
琴ノ若,隆乃若,1
旭鷲山,隆乃若,1
栃乃花,隆乃若,0
闘牙,隆乃若,1
玉春日,隆乃若,0
千代天山,隆乃若,1
蒼樹山,隆乃若,0
敷島,隆乃若,1
金開山,隆乃若,1
土佐ノ海,隆乃若,0
隆乃若,安芸乃島,1
金開山,安芸乃島,0
玉春日,安芸乃島,0
千代天山,安芸乃島,1
海鵬,安芸乃島,1
追風海,安芸乃島,1
栃乃花,安芸乃島,0
旭天鵬,安芸乃島,1
小城錦,安芸乃島,0
十文字,安芸乃島,1
琴ノ若,安芸乃島,1
闘牙,安芸乃島,1
琴竜,安芸乃島,1
雅山,安芸乃島,0
栃東,安芸乃島,1
や,琴光喜,-1.0
や,琴光喜,-1.0
や,琴光喜,-1.0
や,琴光喜,-1.0
や,琴光喜,-1.0
や,琴光喜,-1.0
や,琴光喜,-1.0
や,琴光喜,-1.0
や,琴光喜,-1.0
や,琴光喜,-1.0
や,琴光喜,-1.0
や,琴光喜,-1.0
や,琴光喜,-1.0
や,琴光喜,-1.0
や,琴光喜,-1.0
闘牙,時津海,0
肥後ノ海,時津海,1
琴竜,時津海,0
金開山,時津海,0
旭天鵬,時津海,1
千代天山,時津海,0
寺尾,時津海,1
海鵬,時津海,1
琴ノ若,時津海,0
敷島,時津海,1
追風海,時津海,0
玉春日,時津海,0
十文字,時津海,0
和歌乃山,時津海,0
朝乃翔,時津海,0
時津海,闘牙,1
千代天山,闘牙,1
旭天鵬,闘牙,1
敷島,闘牙,1
栃乃花,闘牙,1
十文字,闘牙,0
追風海,闘牙,1
琴ノ若,闘牙,0
隆乃若,闘牙,0
蒼樹山,闘牙,0
寺尾,闘牙,1
安芸乃島,闘牙,0
肥後ノ海,闘牙,1
琴竜,闘牙,1
小城錦,闘牙,0
や,湊富士,-1.0
や,湊富士,-1.0
や,湊富士,-1.0
