vs,rikishi,win
雅山,朝青龍,1
垣添,朝青龍,1
栃乃洋,朝青龍,1
出島,朝青龍,1
霜鳥,朝青龍,1
北勝力,朝青龍,0
高見盛,朝青龍,1
時津海,朝青龍,1
琴ノ若,朝青龍,1
琴光喜,朝青龍,1
旭天鵬,朝青龍,0
若の里,朝青龍,1
武双山,朝青龍,1
魁皇,朝青龍,1
千代大海,朝青龍,1
栃乃洋,千代大海,1
朝赤龍,千代大海,1
雅山,千代大海,1
北勝力,千代大海,0
出島,千代大海,0
垣添,千代大海,0
霜鳥,千代大海,1
琴光喜,千代大海,1
時津海,千代大海,1
若の里,千代大海,1
高見盛,千代大海,0
旭天鵬,千代大海,1
魁皇,千代大海,0
武双山,千代大海,1
朝青龍,千代大海,0
北勝力,魁皇,0
琴光喜,魁皇,1
朝赤龍,魁皇,1
栃乃洋,魁皇,1
垣添,魁皇,0
出島,魁皇,1
時津海,魁皇,1
雅山,魁皇,1
旭天鵬,魁皇,1
霜鳥,魁皇,1
若の里,魁皇,0
玉乃島,魁皇,0
千代大海,魁皇,1
朝青龍,魁皇,0
武双山,魁皇,1
朝赤龍,武双山,1
北勝力,武双山,0
霜鳥,武双山,0
琴光喜,武双山,1
時津海,武双山,0
高見盛,武双山,1
旭天鵬,武双山,0
栃乃洋,武双山,1
若の里,武双山,1
琴ノ若,武双山,1
玉乃島,武双山,0
黒海,武双山,0
朝青龍,武双山,0
千代大海,武双山,0
魁皇,武双山,0
や,栃東,-1
や,栃東,-1
や,栃東,-1
や,栃東,-1
や,栃東,-1
や,栃東,-1
や,栃東,-1
や,栃東,-1
や,栃東,-1
や,栃東,-1
や,栃東,-1
や,栃東,-1
や,栃東,-1
や,栃東,-1
垣添,若の里,1
栃乃洋,若の里,0
出島,若の里,1
霜鳥,若の里,1
琴光喜,若の里,1
雅山,若の里,1
朝赤龍,若の里,1
北勝力,若の里,1
武双山,若の里,0
千代大海,若の里,0
魁皇,若の里,1
朝青龍,若の里,0
時津海,若の里,0
玉乃島,若の里,0
旭天鵬,若の里,1
霜鳥,旭天鵬,0
出島,旭天鵬,1
時津海,旭天鵬,0
朝赤龍,旭天鵬,0
雅山,旭天鵬,0
琴光喜,旭天鵬,0
武双山,旭天鵬,1
垣添,旭天鵬,0
魁皇,旭天鵬,0
栃乃洋,旭天鵬,1
朝青龍,旭天鵬,1
千代大海,旭天鵬,0
高見盛,旭天鵬,1
武雄山,旭天鵬,1
若の里,旭天鵬,0
朝青龍,雅山,0
霜鳥,雅山,0
千代大海,雅山,0
時津海,雅山,0
旭天鵬,雅山,1
若の里,雅山,0
琴光喜,雅山,0
魁皇,雅山,0
北勝力,雅山,0
朝赤龍,雅山,0
栃乃洋,雅山,1
高見盛,雅山,0
琴ノ若,雅山,0
栃栄,雅山,1
土佐ノ海,雅山,0
出島,琴光喜,1
魁皇,琴光喜,0
高見盛,琴光喜,1
武双山,琴光喜,0
若の里,琴光喜,0
旭天鵬,琴光喜,1
雅山,琴光喜,1
千代大海,琴光喜,0
朝赤龍,琴光喜,1
朝青龍,琴光喜,0
垣添,琴光喜,1
北勝力,琴光喜,0
玉乃島,琴光喜,1
時津海,琴光喜,1
黒海,琴光喜,1
千代大海,栃乃洋,0
若の里,栃乃洋,1
朝青龍,栃乃洋,0
魁皇,栃乃洋,0
琴ノ若,栃乃洋,0
武雄山,栃乃洋,1
垣添,栃乃洋,1
武双山,栃乃洋,0
出島,栃乃洋,0
旭天鵬,栃乃洋,0
雅山,栃乃洋,0
霜鳥,栃乃洋,0
朝赤龍,栃乃洋,1
高見盛,栃乃洋,0
春ノ山,栃乃洋,1
魁皇,北勝力,1
武双山,北勝力,1
玉乃島,北勝力,1
千代大海,北勝力,1
高見盛,北勝力,1
朝青龍,北勝力,1
琴ノ若,北勝力,1
若の里,北勝力,0
雅山,北勝力,1
黒海,北勝力,1
金開山,北勝力,1
琴光喜,北勝力,1
岩木山,北勝力,1
豪風,北勝力,1
白鵬,北勝力,0
武双山,朝赤龍,0
千代大海,朝赤龍,0
魁皇,朝赤龍,0
旭天鵬,朝赤龍,1
玉乃島,朝赤龍,0
琴ノ若,朝赤龍,0
若の里,朝赤龍,0
高見盛,朝赤龍,0
琴光喜,朝赤龍,0
雅山,朝赤龍,1
出島,朝赤龍,0
垣添,朝赤龍,0
栃乃洋,朝赤龍,0
霜鳥,朝赤龍,0
武雄山,朝赤龍,1
若の里,垣添,0
朝青龍,垣添,0
琴ノ若,垣添,1
高見盛,垣添,0
魁皇,垣添,1
千代大海,垣添,1
栃乃洋,垣添,0
旭天鵬,垣添,1
旭鷲山,垣添,0
岩木山,垣添,0
琴光喜,垣添,0
朝赤龍,垣添,1
霜鳥,垣添,0
土佐ノ海,垣添,1
栃栄,垣添,0
旭天鵬,霜鳥,1
雅山,霜鳥,1
武双山,霜鳥,1
若の里,霜鳥,0
朝青龍,霜鳥,0
旭鷲山,霜鳥,0
千代大海,霜鳥,0
琴ノ若,霜鳥,0
武雄山,霜鳥,0
魁皇,霜鳥,0
追風海,霜鳥,0
栃乃洋,霜鳥,1
垣添,霜鳥,1
朝赤龍,霜鳥,1
出島,霜鳥,1
琴光喜,出島,0
旭天鵬,出島,0
若の里,出島,0
朝青龍,出島,0
千代大海,出島,1
魁皇,出島,0
旭鷲山,出島,0
岩木山,出島,1
栃乃洋,出島,1
闘牙,出島,1
朝赤龍,出島,1
栃栄,出島,1
琴龍,出島,0
琴ノ若,出島,1
霜鳥,出島,0
高見盛,時津海,1
岩木山,時津海,1
旭天鵬,時津海,1
雅山,時津海,1
武双山,時津海,1
黒海,時津海,0
魁皇,時津海,0
朝青龍,時津海,0
千代大海,時津海,0
豪風,時津海,1
武雄山,時津海,0
十文字,時津海,0
若の里,時津海,1
琴光喜,時津海,0
安美錦,時津海,0
時津海,高見盛,0
武雄山,高見盛,1
琴光喜,高見盛,0
垣添,高見盛,1
北勝力,高見盛,0
武双山,高見盛,0
朝青龍,高見盛,0
朝赤龍,高見盛,1
岩木山,高見盛,0
琴龍,高見盛,0
千代大海,高見盛,1
雅山,高見盛,1
旭天鵬,高見盛,0
栃乃洋,高見盛,1
闘牙,高見盛,0
玉乃島,琴ノ若,0
旭鷲山,琴ノ若,1
垣添,琴ノ若,0
岩木山,琴ノ若,0
栃乃洋,琴ノ若,1
朝赤龍,琴ノ若,1
北勝力,琴ノ若,0
霜鳥,琴ノ若,1
朝青龍,琴ノ若,0
武双山,琴ノ若,0
土佐ノ海,琴ノ若,1
春ノ山,琴ノ若,1
雅山,琴ノ若,1
出島,琴ノ若,0
普天王,琴ノ若,1
琴ノ若,玉乃島,1
黒海,玉乃島,1
北勝力,玉乃島,0
武雄山,玉乃島,1
朝赤龍,玉乃島,1
栃栄,玉乃島,1
豪風,玉乃島,0
琴龍,玉乃島,1
土佐ノ海,玉乃島,1
金開山,玉乃島,1
武双山,玉乃島,1
魁皇,玉乃島,1
琴光喜,玉乃島,0
若の里,玉乃島,1
海鵬,玉乃島,1
岩木山,武雄山,0
高見盛,武雄山,0
土佐ノ海,武雄山,0
玉乃島,武雄山,0
旭鷲山,武雄山,1
栃乃洋,武雄山,0
追風海,武雄山,0
豪風,武雄山,0
霜鳥,武雄山,1
安美錦,武雄山,0
時津海,武雄山,1
闘牙,武雄山,1
春ノ山,武雄山,0
旭天鵬,武雄山,0
朝赤龍,武雄山,0
武雄山,岩木山,1
時津海,岩木山,0
琴龍,岩木山,1
琴ノ若,岩木山,1
豪風,岩木山,1
春ノ山,岩木山,0
闘牙,岩木山,1
出島,岩木山,0
高見盛,岩木山,1
垣添,岩木山,1
普天王,岩木山,1
金開山,岩木山,1
北勝力,岩木山,0
追風海,岩木山,0
十文字,岩木山,1
旭鷲山,黒海,1
玉乃島,黒海,0
春ノ山,黒海,1
栃栄,黒海,1
琴龍,黒海,1
時津海,黒海,1
土佐ノ海,黒海,1
闘牙,黒海,1
金開山,黒海,0
北勝力,黒海,0
白鵬,黒海,1
武双山,黒海,1
普天王,黒海,1
海鵬,黒海,0
琴光喜,黒海,0
黒海,旭鷲山,0
琴ノ若,旭鷲山,0
闘牙,旭鷲山,1
豪風,旭鷲山,0
武雄山,旭鷲山,0
霜鳥,旭鷲山,1
出島,旭鷲山,1
栃栄,旭鷲山,1
垣添,旭鷲山,1
普天王,旭鷲山,1
海鵬,旭鷲山,1
安美錦,旭鷲山,0
金開山,旭鷲山,1
白鵬,旭鷲山,0
追風海,旭鷲山,1
栃栄,豪風,1
闘牙,豪風,0
海鵬,豪風,0
旭鷲山,豪風,1
岩木山,豪風,0
安美錦,豪風,1
玉乃島,豪風,1
武雄山,豪風,1
普天王,豪風,1
時津海,豪風,0
十文字,豪風,1
白鵬,豪風,0
朝乃若,豪風,1
北勝力,豪風,0
金開山,豪風,1
豪風,栃栄,0
春ノ山,栃栄,1
十文字,栃栄,1
黒海,栃栄,0
闘牙,栃栄,1
玉乃島,栃栄,0
海鵬,栃栄,1
旭鷲山,栃栄,0
白鵬,栃栄,0
隆乃若,栃栄,0
朝乃若,栃栄,1
出島,栃栄,0
安美錦,栃栄,1
雅山,栃栄,0
垣添,栃栄,1
土佐ノ海,琴龍,1
追風海,琴龍,1
岩木山,琴龍,0
闘牙,琴龍,1
黒海,琴龍,0
海鵬,琴龍,0
朝乃若,琴龍,0
玉乃島,琴龍,0
十文字,琴龍,1
高見盛,琴龍,1
春ノ山,琴龍,1
普天王,琴龍,1
出島,琴龍,1
金開山,琴龍,1
隆乃若,琴龍,1
琴龍,土佐ノ海,0
安美錦,土佐ノ海,1
武雄山,土佐ノ海,1
春ノ山,土佐ノ海,1
追風海,土佐ノ海,0
朝乃若,土佐ノ海,1
黒海,土佐ノ海,0
普天王,土佐ノ海,0
玉乃島,土佐ノ海,0
白鵬,土佐ノ海,0
琴ノ若,土佐ノ海,0
光法,土佐ノ海,1
闘牙,土佐ノ海,1
垣添,土佐ノ海,0
雅山,土佐ノ海,1
闘牙,春ノ山,1
栃栄,春ノ山,0
黒海,春ノ山,0
土佐ノ海,春ノ山,0
安美錦,春ノ山,1
岩木山,春ノ山,1
普天王,春ノ山,0
白鵬,春ノ山,0
海鵬,春ノ山,0
朝乃若,春ノ山,0
琴龍,春ノ山,0
琴ノ若,春ノ山,0
武雄山,春ノ山,1
十文字,春ノ山,0
栃乃洋,春ノ山,0
春ノ山,闘牙,0
豪風,闘牙,1
旭鷲山,闘牙,0
琴龍,闘牙,0
栃栄,闘牙,0
金開山,闘牙,0
岩木山,闘牙,0
黒海,闘牙,0
光法,闘牙,1
出島,闘牙,0
安美錦,闘牙,1
武雄山,闘牙,0
土佐ノ海,闘牙,0
隆乃若,闘牙,0
高見盛,闘牙,1
追風海,安美錦,1
土佐ノ海,安美錦,0
朝乃若,安美錦,1
十文字,安美錦,0
春ノ山,安美錦,0
豪風,安美錦,0
白鵬,安美錦,0
海鵬,安美錦,1
隆乃若,安美錦,1
武雄山,安美錦,1
闘牙,安美錦,0
旭鷲山,安美錦,1
栃栄,安美錦,0
普天王,安美錦,1
時津海,安美錦,1
安美錦,追風海,0
琴龍,追風海,0
普天王,追風海,0
海鵬,追風海,1
土佐ノ海,追風海,1
光法,追風海,1
武雄山,追風海,1
金開山,追風海,0
朝乃若,追風海,1
十文字,追風海,1
霜鳥,追風海,1
隆乃若,追風海,0
白鵬,追風海,0
岩木山,追風海,1
旭鷲山,追風海,0
十文字,海鵬,1
金開山,海鵬,0
豪風,海鵬,1
追風海,海鵬,0
白鵬,海鵬,1
琴龍,海鵬,1
栃栄,海鵬,0
安美錦,海鵬,0
春ノ山,海鵬,1
光法,海鵬,1
旭鷲山,海鵬,0
朝乃若,海鵬,1
隆乃若,海鵬,1
黒海,海鵬,1
玉乃島,海鵬,0
海鵬,十文字,0
貴ノ浪,十文字,1
栃栄,十文字,0
安美錦,十文字,1
普天王,十文字,0
隆乃若,十文字,1
金開山,十文字,1
朝乃若,十文字,1
琴龍,十文字,0
追風海,十文字,0
豪風,十文字,0
時津海,十文字,1
光法,十文字,1
春ノ山,十文字,1
岩木山,十文字,0
金開山,貴ノ浪,0
十文字,貴ノ浪,0
光法,貴ノ浪,0
貴ノ浪,金開山,1
海鵬,金開山,1
隆乃若,金開山,1
白鵬,金開山,1
光法,金開山,1
闘牙,金開山,1
十文字,金開山,0
追風海,金開山,1
黒海,金開山,1
玉乃島,金開山,0
北勝力,金開山,0
岩木山,金開山,0
旭鷲山,金開山,0
琴龍,金開山,0
豪風,金開山,0
や,春日錦,-1
や,春日錦,-1
や,春日錦,-1
や,春日錦,-1
や,春日錦,-1
や,春日錦,-1
や,春日錦,-1
や,春日錦,-1
や,春日錦,-1
や,春日錦,-1
や,春日錦,-1
や,春日錦,-1
や,春日錦,-1
や,春日錦,-1
普天王,朝乃若,0
白鵬,朝乃若,0
安美錦,朝乃若,0
光法,朝乃若,1
隆乃若,朝乃若,0
土佐ノ海,朝乃若,0
琴龍,朝乃若,1
十文字,朝乃若,0
追風海,朝乃若,0
春ノ山,朝乃若,1
栃栄,朝乃若,0
