vs,rikishi,win
露鵬,朝青龍,1
琴奨菊,朝青龍,1
出島,朝青龍,0
安美錦,朝青龍,1
時天空,朝青龍,1
旭天鵬,朝青龍,1
安馬,朝青龍,1
稀勢の里,朝青龍,1
雅山,朝青龍,1
琴光喜,朝青龍,1
白鵬,朝青龍,1
千代大海,朝青龍,1
魁皇,朝青龍,1
栃東,朝青龍,1
琴欧洲,朝青龍,1
稀勢の里,琴欧洲,1
時天空,琴欧洲,0
豊真将,琴欧洲,0
旭天鵬,琴欧洲,1
露鵬,琴欧洲,1
安美錦,琴欧洲,1
出島,琴欧洲,1
安馬,琴欧洲,0
高見盛,琴欧洲,1
雅山,琴欧洲,1
千代大海,琴欧洲,1
白鵬,琴欧洲,0
栃東,琴欧洲,1
魁皇,琴欧洲,0
朝青龍,琴欧洲,0
琴奨菊,栃東,0
露鵬,栃東,0
時天空,栃東,1
把瑠都,栃東,1
琴光喜,栃東,0
出島,栃東,1
雅山,栃東,1
安美錦,栃東,0
白鵬,栃東,0
千代大海,栃東,0
旭天鵬,栃東,0
稀勢の里,栃東,1
琴欧洲,栃東,0
朝青龍,栃東,0
魁皇,栃東,0
出島,魁皇,1
稀勢の里,魁皇,1
安美錦,魁皇,0
雅山,魁皇,1
琴奨菊,魁皇,0
時天空,魁皇,1
琴光喜,魁皇,1
白鵬,魁皇,0
千代大海,魁皇,0
旭天鵬,魁皇,0
露鵬,魁皇,1
安馬,魁皇,0
朝青龍,魁皇,0
琴欧洲,魁皇,1
栃東,魁皇,1
時天空,千代大海,1
雅山,千代大海,0
露鵬,千代大海,1
出島,千代大海,1
安美錦,千代大海,1
稀勢の里,千代大海,1
旭天鵬,千代大海,0
琴奨菊,千代大海,1
魁皇,千代大海,1
栃東,千代大海,1
琴欧洲,千代大海,0
朝青龍,千代大海,0
安馬,千代大海,1
琴光喜,千代大海,1
白鵬,千代大海,0
安美錦,白鵬,1
出島,白鵬,0
雅山,白鵬,1
稀勢の里,白鵬,0
旭天鵬,白鵬,1
露鵬,白鵬,1
時天空,白鵬,0
魁皇,白鵬,1
栃東,白鵬,1
琴奨菊,白鵬,1
朝青龍,白鵬,0
琴欧洲,白鵬,1
琴光喜,白鵬,0
高見盛,白鵬,1
千代大海,白鵬,1
旭天鵬,琴光喜,0
安美錦,琴光喜,1
稀勢の里,琴光喜,1
露鵬,琴光喜,1
栃東,琴光喜,1
雅山,琴光喜,1
魁皇,琴光喜,0
時天空,琴光喜,0
出島,琴光喜,0
朝青龍,琴光喜,0
安馬,琴光喜,1
豊真将,琴光喜,1
白鵬,琴光喜,1
千代大海,琴光喜,0
豊ノ島,琴光喜,0
把瑠都,雅山,0
千代大海,雅山,1
白鵬,雅山,0
魁皇,雅山,0
稀勢の里,雅山,0
琴光喜,雅山,0
栃東,雅山,0
露鵬,雅山,1
朝青龍,雅山,0
琴欧洲,雅山,0
時天空,雅山,1
琴奨菊,雅山,0
安美錦,雅山,1
豊真将,雅山,1
旭天鵬,雅山,0
琴欧洲,稀勢の里,0
魁皇,稀勢の里,0
琴光喜,稀勢の里,0
白鵬,稀勢の里,1
雅山,稀勢の里,1
千代大海,稀勢の里,0
露鵬,稀勢の里,1
朝青龍,稀勢の里,0
琴奨菊,稀勢の里,1
安美錦,稀勢の里,1
出島,稀勢の里,1
栃東,稀勢の里,0
時天空,稀勢の里,0
旭天鵬,稀勢の里,1
安馬,稀勢の里,0
朝青龍,露鵬,0
栃東,露鵬,1
千代大海,露鵬,0
琴光喜,露鵬,0
琴欧洲,露鵬,0
白鵬,露鵬,0
稀勢の里,露鵬,0
雅山,露鵬,0
時天空,露鵬,1
出島,露鵬,1
魁皇,露鵬,0
旭天鵬,露鵬,0
琴奨菊,露鵬,0
安美錦,露鵬,0
黒海,露鵬,0
栃東,琴奨菊,1
朝青龍,琴奨菊,0
把瑠都,琴奨菊,1
時天空,琴奨菊,0
魁皇,琴奨菊,1
安馬,琴奨菊,1
安美錦,琴奨菊,1
千代大海,琴奨菊,0
稀勢の里,琴奨菊,0
白鵬,琴奨菊,0
豊真将,琴奨菊,0
雅山,琴奨菊,1
露鵬,琴奨菊,1
出島,琴奨菊,1
高見盛,琴奨菊,1
魁皇,出島,0
白鵬,出島,1
朝青龍,出島,1
千代大海,出島,0
豊真将,出島,0
栃東,出島,0
琴欧洲,出島,0
黒海,出島,0
琴光喜,出島,1
露鵬,出島,0
稀勢の里,出島,0
時天空,出島,0
栃乃洋,出島,0
琴奨菊,出島,0
安美錦,出島,1
千代大海,時天空,0
琴欧洲,時天空,1
栃東,時天空,0
琴奨菊,時天空,1
朝青龍,時天空,0
魁皇,時天空,0
白鵬,時天空,1
琴光喜,時天空,1
露鵬,時天空,0
豊真将,時天空,1
雅山,時天空,0
出島,時天空,1
稀勢の里,時天空,1
栃乃洋,時天空,1
豪風,時天空,0
白鵬,安美錦,0
琴光喜,安美錦,0
魁皇,安美錦,1
朝青龍,安美錦,0
千代大海,安美錦,0
琴欧洲,安美錦,0
琴奨菊,安美錦,0
栃東,安美錦,1
豊真将,安美錦,0
稀勢の里,安美錦,0
高見盛,安美錦,1
黒海,安美錦,0
雅山,安美錦,0
露鵬,安美錦,1
出島,安美錦,0
琴光喜,旭天鵬,1
安馬,旭天鵬,0
黒海,旭天鵬,1
琴欧洲,旭天鵬,0
白鵬,旭天鵬,0
朝青龍,旭天鵬,0
千代大海,旭天鵬,1
豊真将,旭天鵬,1
朝赤龍,旭天鵬,0
魁皇,旭天鵬,1
栃東,旭天鵬,1
露鵬,旭天鵬,1
高見盛,旭天鵬,0
稀勢の里,旭天鵬,0
雅山,旭天鵬,1
雅山,把瑠都,1
豊真将,把瑠都,1
琴奨菊,把瑠都,0
栃東,把瑠都,0
や,把瑠都,-1.0
や,把瑠都,-1.0
や,把瑠都,-1.0
や,把瑠都,-1.0
や,把瑠都,-1.0
や,把瑠都,-1.0
や,把瑠都,-1.0
や,把瑠都,-1.0
や,把瑠都,-1.0
や,把瑠都,-1.0
や,把瑠都,-1.0
豊真将,安馬,1
旭天鵬,安馬,1
朝赤龍,安馬,1
黒海,安馬,0
普天王,安馬,1
琴奨菊,安馬,0
朝青龍,安馬,0
琴欧洲,安馬,1
栃乃洋,安馬,1
高見盛,安馬,1
琴光喜,安馬,0
魁皇,安馬,1
千代大海,安馬,0
豊ノ島,安馬,1
稀勢の里,安馬,1
安馬,豊真将,0
把瑠都,豊真将,0
琴欧洲,豊真将,1
高見盛,豊真将,0
出島,豊真将,1
栃乃洋,豊真将,1
黒海,豊真将,1
旭天鵬,豊真将,0
安美錦,豊真将,1
時天空,豊真将,0
琴奨菊,豊真将,1
琴光喜,豊真将,0
玉乃島,豊真将,1
雅山,豊真将,0
春日王,豊真将,0
黒海,高見盛,1
朝赤龍,高見盛,1
普天王,高見盛,0
豊真将,高見盛,1
豪風,高見盛,1
春日王,高見盛,0
栃乃洋,高見盛,1
鶴竜,高見盛,1
琴欧洲,高見盛,0
安馬,高見盛,0
安美錦,高見盛,0
豊ノ島,高見盛,0
旭天鵬,高見盛,1
白鵬,高見盛,0
琴奨菊,高見盛,0
高見盛,黒海,0
栃乃洋,黒海,1
旭天鵬,黒海,0
安馬,黒海,1
鶴竜,黒海,0
普天王,黒海,0
豊真将,黒海,0
出島,黒海,1
春日王,黒海,0
朝赤龍,黒海,1
岩木山,黒海,1
安美錦,黒海,1
垣添,黒海,0
豪風,黒海,0
露鵬,黒海,1
栃乃洋,朝赤龍,0
高見盛,朝赤龍,0
安馬,朝赤龍,0
普天王,朝赤龍,1
垣添,朝赤龍,1
豊ノ島,朝赤龍,0
豪風,朝赤龍,1
春日王,朝赤龍,1
旭天鵬,朝赤龍,1
黒海,朝赤龍,0
