vs,rikishi,win
安芸乃島,武蔵丸,0
貴闘力,武蔵丸,1
琴錦,武蔵丸,1
玉春日,武蔵丸,1
魁皇,武蔵丸,1
朝乃翔,武蔵丸,1
旭鷲山,武蔵丸,1
土佐ノ海,武蔵丸,0
寺尾,武蔵丸,0
栃東,武蔵丸,1
蒼樹山,武蔵丸,1
闘牙,武蔵丸,1
貴ノ浪,武蔵丸,1
千代大海,武蔵丸,1
貴乃花,武蔵丸,1
や,若乃花,-1
や,若乃花,-1
や,若乃花,-1
や,若乃花,-1
や,若乃花,-1
や,若乃花,-1
や,若乃花,-1
や,若乃花,-1
や,若乃花,-1
や,若乃花,-1
や,若乃花,-1
や,若乃花,-1
や,若乃花,-1
や,若乃花,-1
や,若乃花,-1
や,曙,-1
や,曙,-1
や,曙,-1
や,曙,-1
や,曙,-1
や,曙,-1
や,曙,-1
や,曙,-1
や,曙,-1
や,曙,-1
や,曙,-1
や,曙,-1
や,曙,-1
や,曙,-1
や,曙,-1
玉春日,貴乃花,0
武双山,貴乃花,1
雅山,貴乃花,1
琴錦,貴乃花,1
旭鷲山,貴乃花,1
栃東,貴乃花,0
朝乃翔,貴乃花,1
寺尾,貴乃花,1
魁皇,貴乃花,0
土佐ノ海,貴乃花,1
闘牙,貴乃花,1
蒼樹山,貴乃花,1
千代大海,貴乃花,1
出島,貴乃花,1
武蔵丸,貴乃花,0
土佐ノ海,千代大海,0
雅山,千代大海,1
玉春日,千代大海,1
貴闘力,千代大海,1
栃東,千代大海,0
琴錦,千代大海,1
安芸乃島,千代大海,1
魁皇,千代大海,0
旭鷲山,千代大海,1
朝乃翔,千代大海,1
貴ノ浪,千代大海,1
武双山,千代大海,0
貴乃花,千代大海,0
武蔵丸,千代大海,0
出島,千代大海,1
貴闘力,出島,1
土佐ノ海,出島,0
旭鷲山,出島,1
朝乃翔,出島,1
玉春日,出島,1
魁皇,出島,1
琴錦,出島,1
蒼樹山,出島,1
安芸乃島,出島,1
寺尾,出島,1
琴ノ若,出島,1
貴ノ浪,出島,0
栃東,出島,0
貴乃花,出島,0
千代大海,出島,0
雅山,貴ノ浪,1
玉春日,貴ノ浪,1
土佐ノ海,貴ノ浪,0
旭鷲山,貴ノ浪,1
琴錦,貴ノ浪,1
寺尾,貴ノ浪,0
蒼樹山,貴ノ浪,0
武双山,貴ノ浪,0
栃東,貴ノ浪,0
琴ノ若,貴ノ浪,1
千代大海,貴ノ浪,0
出島,貴ノ浪,1
武蔵丸,貴ノ浪,0
闘牙,貴ノ浪,0
魁皇,貴ノ浪,0
琴錦,魁皇,0
旭鷲山,魁皇,1
安芸乃島,魁皇,0
雅山,魁皇,1
武蔵丸,魁皇,0
出島,魁皇,0
武双山,魁皇,1
千代大海,魁皇,1
貴乃花,魁皇,1
玉春日,魁皇,1
貴闘力,魁皇,1
土佐ノ海,魁皇,1
闘牙,魁皇,1
栃東,魁皇,1
貴ノ浪,魁皇,1
旭鷲山,栃東,1
琴錦,栃東,0
貴闘力,栃東,1
安芸乃島,栃東,1
千代大海,栃東,1
貴乃花,栃東,1
土佐ノ海,栃東,1
玉春日,栃東,1
貴ノ浪,栃東,1
武蔵丸,栃東,0
武双山,栃東,0
雅山,栃東,0
出島,栃東,1
魁皇,栃東,0
闘牙,栃東,1
朝乃翔,武双山,1
貴乃花,武双山,0
寺尾,武双山,1
土佐ノ海,武双山,0
貴闘力,武双山,1
玉春日,武双山,0
魁皇,武双山,0
貴ノ浪,武双山,1
琴錦,武双山,1
安芸乃島,武双山,1
栃東,武双山,1
千代大海,武双山,1
蒼樹山,武双山,1
琴竜,武双山,0
湊富士,武双山,1
武蔵丸,安芸乃島,1
朝乃翔,安芸乃島,0
魁皇,安芸乃島,1
栃東,安芸乃島,0
雅山,安芸乃島,0
旭鷲山,安芸乃島,0
千代大海,安芸乃島,0
琴錦,安芸乃島,0
出島,安芸乃島,0
武双山,安芸乃島,0
土佐ノ海,安芸乃島,0
玉春日,安芸乃島,1
寺尾,安芸乃島,0
蒼樹山,安芸乃島,0
琴ノ若,安芸乃島,0
千代大海,土佐ノ海,1
出島,土佐ノ海,1
貴ノ浪,土佐ノ海,1
武双山,土佐ノ海,1
朝乃翔,土佐ノ海,1
雅山,土佐ノ海,1
栃東,土佐ノ海,0
武蔵丸,土佐ノ海,1
玉春日,土佐ノ海,1
貴乃花,土佐ノ海,0
安芸乃島,土佐ノ海,1
魁皇,土佐ノ海,0
琴錦,土佐ノ海,0
琴ノ若,土佐ノ海,0
琴竜,土佐ノ海,1
貴乃花,玉春日,1
貴ノ浪,玉春日,0
千代大海,玉春日,0
武蔵丸,玉春日,0
出島,玉春日,0
武双山,玉春日,1
雅山,玉春日,0
栃東,玉春日,0
土佐ノ海,玉春日,0
魁皇,玉春日,0
琴錦,玉春日,0
安芸乃島,玉春日,0
貴闘力,玉春日,1
旭鷲山,玉春日,0
朝乃翔,玉春日,0
貴ノ浪,雅山,0
千代大海,雅山,0
貴乃花,雅山,0
魁皇,雅山,0
安芸乃島,雅山,1
土佐ノ海,雅山,0
玉春日,雅山,1
貴闘力,雅山,1
朝乃翔,雅山,1
旭鷲山,雅山,0
寺尾,雅山,1
栃東,雅山,1
琴竜,雅山,0
琴錦,雅山,1
敷島,雅山,1
出島,貴闘力,0
武蔵丸,貴闘力,0
栃東,貴闘力,0
千代大海,貴闘力,0
武双山,貴闘力,0
蒼樹山,貴闘力,0
寺尾,貴闘力,1
雅山,貴闘力,0
琴ノ若,貴闘力,1
琴竜,貴闘力,0
魁皇,貴闘力,0
琴錦,貴闘力,0
玉春日,貴闘力,0
浜ノ嶋,貴闘力,0
旭鷲山,貴闘力,0
魁皇,琴錦,1
栃東,琴錦,1
武蔵丸,琴錦,0
貴乃花,琴錦,0
貴ノ浪,琴錦,0
千代大海,琴錦,0
出島,琴錦,0
安芸乃島,琴錦,1
武双山,琴錦,0
蒼樹山,琴錦,0
玉春日,琴錦,1
貴闘力,琴錦,1
土佐ノ海,琴錦,1
雅山,琴錦,0
時津海,琴錦,1
栃東,旭鷲山,0
魁皇,旭鷲山,0
出島,旭鷲山,0
貴ノ浪,旭鷲山,0
貴乃花,旭鷲山,0
安芸乃島,旭鷲山,1
武蔵丸,旭鷲山,0
朝乃翔,旭鷲山,0
千代大海,旭鷲山,0
雅山,旭鷲山,1
和歌乃山,旭鷲山,1
朝乃若,旭鷲山,0
琴ノ若,旭鷲山,0
玉春日,旭鷲山,1
貴闘力,旭鷲山,1
武双山,朝乃翔,0
安芸乃島,朝乃翔,1
琴ノ若,朝乃翔,0
出島,朝乃翔,0
土佐ノ海,朝乃翔,0
武蔵丸,朝乃翔,0
貴乃花,朝乃翔,0
旭鷲山,朝乃翔,1
雅山,朝乃翔,0
千代大海,朝乃翔,0
琴竜,朝乃翔,0
寺尾,朝乃翔,0
和歌乃山,朝乃翔,1
旭天鵬,朝乃翔,0
玉春日,朝乃翔,1
蒼樹山,寺尾,0
琴竜,寺尾,1
武双山,寺尾,0
琴ノ若,寺尾,0
闘牙,寺尾,0
貴ノ浪,寺尾,1
貴闘力,寺尾,0
貴乃花,寺尾,0
武蔵丸,寺尾,1
出島,寺尾,0
雅山,寺尾,0
朝乃翔,寺尾,1
安芸乃島,寺尾,1
和歌乃山,寺尾,0
浜ノ嶋,寺尾,0
寺尾,蒼樹山,1
和歌乃山,蒼樹山,0
湊富士,蒼樹山,0
闘牙,蒼樹山,0
琴竜,蒼樹山,0
貴闘力,蒼樹山,1
貴ノ浪,蒼樹山,1
出島,蒼樹山,0
